num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
1771 	0.3784446863  	0.3784446863 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1308 	0.3778916046  	0.3778916046 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
447 	0.3790473195  	0.3790473195 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1942 	0.3794047762  	0.3794047762 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
67 	0.3800687239  	0.3800687239 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
463 	0.3789537209  	0.3789537209 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
526 	0.3801896352  	0.3801896352 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1507 	0.3812104505  	0.3812104505 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
708 	0.3809283716  	0.3809283716 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
78 	0.3811486827  	0.3811486827 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1329 	0.3812611919  	0.3812611919 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
187 	0.3820259524  	0.3820259524 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1748 	0.381521011  	0.381521011 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1046 	0.3828032229  	0.3828032229 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
109 	0.3832640694  	0.3832640694 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
902 	0.3818769564  	0.3818769564 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1010 	0.3834127481  	0.3834127481 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1863 	0.3849377663  	0.3849377663 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1178 	0.3841961331  	0.3841961331 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
8 	0.3826278659  	0.3826278659 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
691 	0.3822962213  	0.3822962213 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
456 	0.3831648258  	0.3831648258 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
279 	0.3833969405  	0.3833969405 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1172 	0.3849643045  	0.3849643045 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1287 	0.3849959997  	0.3849959997 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1653 	0.3837623818  	0.3837623818 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
34 	0.3839154994  	0.3839154994 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1597 	0.3841749671  	0.3841749671 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1146 	0.3841619504  	0.3841619504 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1370 	0.3850794582  	0.3850794582 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
698 	0.3850769739  	0.3850769739 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1023 	0.386418815  	0.386418815 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1251 	0.3853221918  	0.3853221918 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1525 	0.3860601625  	0.3860601625 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
666 	0.3855046585  	0.3855046585 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
680 	0.3860293541  	0.3860293541 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
543 	0.386495159  	0.386495159 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
16 	0.3865161364  	0.3865161364 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
652 	0.3866700471  	0.3866700471 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1835 	0.3868894245  	0.3868894245 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1699 	0.3874925292  	0.3874925292 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
132 	0.3875180618  	0.3875180618 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1566 	0.3876735337  	0.3876735337 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1200 	0.3876738552  	0.3876738552 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1617 	0.3878165291  	0.3878165291 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1677 	0.3877481495  	0.3877481495 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1225 	0.3878402169  	0.3878402169 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1149 	0.3888474744  	0.3888474744 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1284 	0.3891477663  	0.3891477663 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1298 	0.3885823352  	0.3885823352 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
509 	0.3879843083  	0.3879843083 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
48 	0.3879558258  	0.3879558258 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
834 	0.3892641543  	0.3892641543 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1944 	0.3893554568  	0.3893554568 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1843 	0.3895484073  	0.3895484073 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
628 	0.3896914531  	0.3896914531 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
721 	0.3897962027  	0.3897962027 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
77 	0.390535295  	0.390535295 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1257 	0.3910620949  	0.3910620949 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1087 	0.3908076215  	0.3908076215 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
813 	0.3898639676  	0.3898639676 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1186 	0.3912663449  	0.3912663449 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
73 	0.3913520285  	0.3913520285 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
940 	0.3921141828  	0.3921141828 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1265 	0.3924702936  	0.3924702936 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
697 	0.3925021717  	0.3925021717 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1878 	0.3921880766  	0.3921880766 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
865 	0.3921886165  	0.3921886165 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
575 	0.3925762766  	0.3925762766 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1576 	0.3927879754  	0.3927879754 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1627 	0.3929486856  	0.3929486856 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1877 	0.3931291409  	0.3931291409 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1485 	0.3932176702  	0.3932176702 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1811 	0.3933138661  	0.3933138661 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1544 	0.3931885009  	0.3931885009 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1966 	0.3935953021  	0.3935953021 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
308 	0.3941647587  	0.3941647587 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
778 	0.3942336554  	0.3942336554 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
149 	0.3949318166  	0.3949318166 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
809 	0.3941775267  	0.3941775267 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1207 	0.3944322819  	0.3944322819 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1401 	0.3943123563  	0.3943123563 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
753 	0.3956553111  	0.3956553111 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
351 	0.3958813492  	0.3958813492 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1334 	0.3964335654  	0.3964335654 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
745 	0.3975138171  	0.3975138171 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1594 	0.397630958  	0.397630958 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
771 	0.3981143338  	0.3981143338 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1446 	0.3964612407  	0.3964612407 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
853 	0.398414353  	0.398414353 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1934 	0.3988658605  	0.3988658605 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
828 	0.396775337  	0.396775337 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
50 	0.3971401376  	0.3971401376 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
722 	0.3996875707  	0.3996875707 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
958 	0.3997542461  	0.3997542461 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1552 	0.3936511498  	0.3936511498 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
267 	0.400031106  	0.400031106 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1373 	0.3998960195  	0.3998960195 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1601 	0.400443491  	0.400443491 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
167 	0.4003414302  	0.4003414302 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1989 	0.4008151214  	0.4008151214 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
384 	0.393840368  	0.393840368 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1964 	0.4002978809  	0.4002978809 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1316 	0.4006483635  	0.4006483635 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1600 	0.4010146177  	0.4010146177 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
376 	0.4010445755  	0.4010445755 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1854 	0.40139972  	0.40139972 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1132 	0.3957940966  	0.3957940966 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
696 	0.4009806839  	0.4009806839 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1923 	0.4009627217  	0.4009627217 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
135 	0.4018082685  	0.4018082685 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1307 	0.4017525905  	0.4017525905 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
411 	0.4016911577  	0.4016911577 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1419 	0.4024854204  	0.4024854204 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1482 	0.4037415055  	0.4037415055 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
477 	0.4026677064  	0.4026677064 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1766 	0.4033053653  	0.4033053653 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
981 	0.4040695921  	0.4040695921 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
294 	0.4045439637  	0.4045439637 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1409 	0.4039107877  	0.4039107877 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1480 	0.4059707128  	0.4059707128 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
217 	0.4066200076  	0.4066200076 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1199 	0.4064128867  	0.4064128867 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1460 	0.4056216179  	0.4056216179 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1056 	0.4057688708  	0.4057688708 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
55 	0.4067002967  	0.4067002967 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1435 	0.4057697878  	0.4057697878 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
305 	0.4061267991  	0.4061267991 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1836 	0.4070999063  	0.4070999063 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
438 	0.4086890488  	0.4086890488 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1503 	0.4068529354  	0.4068529354 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1441 	0.4067075804  	0.4067075804 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
879 	0.4087223897  	0.4087223897 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
420 	0.4087802824  	0.4087802824 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1063 	0.4072291378  	0.4072291378 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1706 	0.4097206817  	0.4097206817 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1486 	0.4107464087  	0.4107464087 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
333 	0.4116205047  	0.4116205047 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
568 	0.4118725218  	0.4118725218 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
577 	0.4117107949  	0.4117107949 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
598 	0.4120087686  	0.4120087686 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1184 	0.4129828663  	0.4129828663 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
642 	0.4128753755  	0.4128753755 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
953 	0.4133179266  	0.4133179266 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
89 	0.4126685694  	0.4126685694 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
406 	0.4137674479  	0.4137674479 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1856 	0.4145863358  	0.4145863358 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
178 	0.412207195  	0.412207195 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
837 	0.4122480095  	0.4122480095 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
344 	0.4116633572  	0.4116633572 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1903 	0.4124063261  	0.4124063261 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1318 	0.4104515437  	0.4104515437 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1274 	0.414702231  	0.414702231 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
967 	0.4127260175  	0.4127260175 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
796 	0.4127475569  	0.4127475569 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1858 	0.4147617683  	0.4147617683 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1445 	0.412158334  	0.412158334 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1720 	0.4151502536  	0.4151502536 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1980 	0.4157286762  	0.4157286762 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
814 	0.4159154309  	0.4159154309 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
701 	0.4159453759  	0.4159453759 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1729 	0.4167781775  	0.4167781775 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
830 	0.4170799582  	0.4170799582 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
978 	0.4171570897  	0.4171570897 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
747 	0.4188053509  	0.4188053509 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1604 	0.4175197338  	0.4175197338 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1061 	0.4191432293  	0.4191432293 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1107 	0.4195260571  	0.4195260571 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
99 	0.4195883197  	0.4195883197 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
726 	0.4197936617  	0.4197936617 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
220 	0.4199164586  	0.4199164586 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
346 	0.4218146129  	0.4218146129 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1079 	0.4211635916  	0.4211635916 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
554 	0.415558148  	0.415558148 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1073 	0.4221740736  	0.4221740736 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1230 	0.4218355211  	0.4218355211 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1074 	0.4229993303  	0.4229993303 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
339 	0.4202273729  	0.4202273729 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
506 	0.4230497207  	0.4230497207 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
256 	0.4239619244  	0.4239619244 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
619 	0.4236198617  	0.4236198617 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
299 	0.4237880557  	0.4237880557 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
915 	0.4240629508  	0.4240629508 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1113 	0.4243990855  	0.4243990855 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1154 	0.425541988  	0.425541988 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1189 	0.4241844966  	0.4241844966 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
494 	0.4251492762  	0.4251492762 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
222 	0.4258090854  	0.4258090854 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
200 	0.4257644763  	0.4257644763 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1529 	0.4262196941  	0.4262196941 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1949 	0.4258718254  	0.4258718254 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
868 	0.4263361503  	0.4263361503 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1100 	0.4261159432  	0.4261159432 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1267 	0.426015219  	0.426015219 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1578 	0.4273651844  	0.4273651844 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
240 	0.4275243954  	0.4275243954 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1648 	0.4276456287  	0.4276456287 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1139 	0.4277208666  	0.4277208666 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1767 	0.4280930562  	0.4280930562 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
92 	0.4288856747  	0.4288856747 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1395 	0.4290879665  	0.4290879665 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
479 	0.4296738933  	0.4296738933 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1357 	0.4294316038  	0.4294316038 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
848 	0.4308950327  	0.4308950327 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
249 	0.4317478838  	0.4317478838 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
649 	0.4309949492  	0.4309949492 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
596 	0.4324298057  	0.4324298057 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1694 	0.4327077544  	0.4327077544 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
181 	0.4331879269  	0.4331879269 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1024 	0.4332511328  	0.4332511328 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1961 	0.433259736  	0.433259736 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
436 	0.4343012371  	0.4343012371 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1732 	0.4339835447  	0.4339835447 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
104 	0.4356774589  	0.4356774589 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
407 	0.4357392492  	0.4357392492 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
160 	0.4350331427  	0.4350331427 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
906 	0.4377925385  	0.4377925385 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1994 	0.4376408544  	0.4376408544 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
573 	0.4310444863  	0.4310444863 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1709 	0.4374635245  	0.4374635245 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1659 	0.4367941781  	0.4367941781 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1044 	0.438111215  	0.438111215 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
237 	0.4364563623  	0.4364563623 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
348 	0.43904607  	0.43904607 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1571 	0.4392434451  	0.4392434451 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1169 	0.4391793957  	0.4391793957 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1102 	0.4386047271  	0.4386047271 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1197 	0.4408510652  	0.4408510652 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
963 	0.4404742468  	0.4404742468 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
84 	0.440971652  	0.440971652 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
839 	0.441029949  	0.441029949 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
899 	0.4404704678  	0.4404704678 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1986 	0.4416777156  	0.4416777156 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1833 	0.4422180826  	0.4422180826 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1344 	0.4423981375  	0.4423981375 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
976 	0.4413376085  	0.4413376085 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1636 	0.4433159916  	0.4433159916 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1167 	0.4424610183  	0.4424610183 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1781 	0.4442185882  	0.4442185882 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
611 	0.443189573  	0.443189573 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
524 	0.4439111328  	0.4439111328 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
441 	0.4456220914  	0.4456220914 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
738 	0.4452208814  	0.4452208814 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1122 	0.4439718613  	0.4439718613 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1454 	0.447388203  	0.447388203 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1734 	0.4481196397  	0.4481196397 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1352 	0.4465589271  	0.4465589271 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
734 	0.4482974916  	0.4482974916 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
560 	0.4466871962  	0.4466871962 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1737 	0.4491499438  	0.4491499438 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
856 	0.4500990819  	0.4500990819 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
59 	0.4502037419  	0.4502037419 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1816 	0.4502454466  	0.4502454466 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1426 	0.4503169463  	0.4503169463 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1495 	0.4505786934  	0.4505786934 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
993 	0.4517067796  	0.4517067796 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
679 	0.4509010752  	0.4509010752 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1787 	0.45182253  	0.45182253 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
186 	0.4520318241  	0.4520318241 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
1867 	0.452238123  	0.452238123 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
474 	0.450617221  	0.450617221 	466.826 mV             	3.18282 mA      	632.478 mV        	2.68909 mA   
