num 	nn0 	nn0 	degrad_value 
1522 	0.3668750225 	0.3668750225 	1.429e-01 	
1112 	0.3670517803 	0.3670517803 	1.428e-01 	
1849 	0.3674636756 	0.3674636756 	1.425e-01 	
1593 	0.3675182734 	0.3675182734 	1.424e-01 	
763 	0.3677680489 	0.3677680489 	1.422e-01 	
827 	0.367672389 	0.367672389 	1.423e-01 	
15 	0.3678410629 	0.3678410629 	1.422e-01 	
870 	0.3672759954 	0.3672759954 	1.426e-01 	
289 	0.3676524336 	0.3676524336 	1.423e-01 	
1910 	0.3681096614 	0.3681096614 	1.420e-01 	
1995 	0.3678666777 	0.3678666777 	1.422e-01 	
897 	0.368286923 	0.368286923 	1.418e-01 	
1048 	0.3685658844 	0.3685658844 	1.416e-01 	
843 	0.3683399318 	0.3683399318 	1.418e-01 	
1905 	0.3702631358 	0.3702631358 	1.404e-01 	
781 	0.3697359563 	0.3697359563 	1.408e-01 	
254 	0.369300651 	0.369300651 	1.411e-01 	
1746 	0.3695174426 	0.3695174426 	1.409e-01 	
1204 	0.3707972957 	0.3707972957 	1.400e-01 	
1330 	0.3729827014 	0.3729827014 	1.383e-01 	
582 	0.3710731365 	0.3710731365 	1.398e-01 	
1532 	0.3690813958 	0.3690813958 	1.412e-01 	
1128 	0.3717347149 	0.3717347149 	1.393e-01 	
74 	0.3687642768 	0.3687642768 	1.415e-01 	
1951 	0.3690452885 	0.3690452885 	1.413e-01 	
398 	0.3701343416 	0.3701343416 	1.405e-01 	
258 	0.3690459933 	0.3690459933 	1.413e-01 	
1406 	0.3708249341 	0.3708249341 	1.399e-01 	
161 	0.3689667539 	0.3689667539 	1.413e-01 	
1821 	0.3718597905 	0.3718597905 	1.392e-01 	
996 	0.3729193389 	0.3729193389 	1.384e-01 	
311 	0.3725509918 	0.3725509918 	1.387e-01 	
772 	0.3711774408 	0.3711774408 	1.397e-01 	
1639 	0.3705679672 	0.3705679672 	1.401e-01 	
1673 	0.3709910176 	0.3709910176 	1.398e-01 	
1888 	0.3695861998 	0.3695861998 	1.409e-01 	
1514 	0.3707368288 	0.3707368288 	1.400e-01 	
145 	0.3705096453 	0.3705096453 	1.402e-01 	
1438 	0.3730963042 	0.3730963042 	1.383e-01 	
904 	0.373171044 	0.373171044 	1.382e-01 	
485 	0.3735080101 	0.3735080101 	1.380e-01 	
624 	0.3735991828 	0.3735991828 	1.379e-01 	
366 	0.3741968384 	0.3741968384 	1.375e-01 	
921 	0.3736174225 	0.3736174225 	1.379e-01 	
610 	0.3742482712 	0.3742482712 	1.374e-01 	
268 	0.3742595221 	0.3742595221 	1.374e-01 	
1818 	0.3743039393 	0.3743039393 	1.374e-01 	
1077 	0.3743209882 	0.3743209882 	1.374e-01 	
1247 	0.3744900825 	0.3744900825 	1.372e-01 	
330 	0.3745338173 	0.3745338173 	1.372e-01 	
855 	0.3745261508 	0.3745261508 	1.372e-01 	
631 	0.3749690437 	0.3749690437 	1.369e-01 	
599 	0.374759594 	0.374759594 	1.371e-01 	
37 	0.3751152722 	0.3751152722 	1.368e-01 	
1244 	0.3750979076 	0.3750979076 	1.368e-01 	
1692 	0.3754259668 	0.3754259668 	1.366e-01 	
1762 	0.3754945734 	0.3754945734 	1.365e-01 	
204 	0.3753185186 	0.3753185186 	1.366e-01 	
243 	0.3753126944 	0.3753126944 	1.366e-01 	
1671 	0.3755827418 	0.3755827418 	1.365e-01 	
1776 	0.3760954707 	0.3760954707 	1.361e-01 	
232 	0.3756347239 	0.3756347239 	1.364e-01 	
1315 	0.3756844847 	0.3756844847 	1.364e-01 	
1622 	0.3764339447 	0.3764339447 	1.358e-01 	
521 	0.3765355784 	0.3765355784 	1.358e-01 	
6 	0.375669409 	0.375669409 	1.364e-01 	
557 	0.3771042873 	0.3771042873 	1.354e-01 	
127 	0.3765702547 	0.3765702547 	1.357e-01 	
361 	0.3771323092 	0.3771323092 	1.353e-01 	
467 	0.3774257967 	0.3774257967 	1.351e-01 	
623 	0.3774644369 	0.3774644369 	1.351e-01 	
1195 	0.3776189147 	0.3776189147 	1.350e-01 	
613 	0.377871647 	0.377871647 	1.348e-01 	
591 	0.3778805054 	0.3778805054 	1.348e-01 	
1041 	0.3782981501 	0.3782981501 	1.345e-01 	
1424 	0.3781607433 	0.3781607433 	1.346e-01 	
1118 	0.3788281653 	0.3788281653 	1.341e-01 	
1771 	0.3784446863 	0.3784446863 	1.344e-01 	
1308 	0.3778916046 	0.3778916046 	1.348e-01 	
447 	0.3790473195 	0.3790473195 	1.340e-01 	
1942 	0.3794047762 	0.3794047762 	1.337e-01 	
67 	0.3800687239 	0.3800687239 	1.332e-01 	
463 	0.3789537209 	0.3789537209 	1.340e-01 	
526 	0.3801896352 	0.3801896352 	1.332e-01 	
1507 	0.3812104505 	0.3812104505 	1.324e-01 	
708 	0.3809283716 	0.3809283716 	1.326e-01 	
78 	0.3811486827 	0.3811486827 	1.325e-01 	
1329 	0.3812611919 	0.3812611919 	1.324e-01 	
187 	0.3820259524 	0.3820259524 	1.319e-01 	
1748 	0.381521011 	0.381521011 	1.322e-01 	
1046 	0.3828032229 	0.3828032229 	1.313e-01 	
109 	0.3832640694 	0.3832640694 	1.310e-01 	
902 	0.3818769564 	0.3818769564 	1.320e-01 	
1010 	0.3834127481 	0.3834127481 	1.309e-01 	
1863 	0.3849377663 	0.3849377663 	1.298e-01 	
1178 	0.3841961331 	0.3841961331 	1.304e-01 	
8 	0.3826278659 	0.3826278659 	1.315e-01 	
691 	0.3822962213 	0.3822962213 	1.317e-01 	
456 	0.3831648258 	0.3831648258 	1.311e-01 	
279 	0.3833969405 	0.3833969405 	1.309e-01 	
1172 	0.3849643045 	0.3849643045 	1.298e-01 	
1287 	0.3849959997 	0.3849959997 	1.298e-01 	
1653 	0.3837623818 	0.3837623818 	1.307e-01 	
34 	0.3839154994 	0.3839154994 	1.306e-01 	
1597 	0.3841749671 	0.3841749671 	1.304e-01 	
1146 	0.3841619504 	0.3841619504 	1.304e-01 	
1370 	0.3850794582 	0.3850794582 	1.298e-01 	
698 	0.3850769739 	0.3850769739 	1.298e-01 	
1023 	0.386418815 	0.386418815 	1.288e-01 	
1251 	0.3853221918 	0.3853221918 	1.296e-01 	
1525 	0.3860601625 	0.3860601625 	1.291e-01 	
666 	0.3855046585 	0.3855046585 	1.295e-01 	
680 	0.3860293541 	0.3860293541 	1.291e-01 	
543 	0.386495159 	0.386495159 	1.288e-01 	
16 	0.3865161364 	0.3865161364 	1.288e-01 	
652 	0.3866700471 	0.3866700471 	1.287e-01 	
1835 	0.3868894245 	0.3868894245 	1.285e-01 	
1699 	0.3874925292 	0.3874925292 	1.281e-01 	
132 	0.3875180618 	0.3875180618 	1.281e-01 	
1566 	0.3876735337 	0.3876735337 	1.280e-01 	
1200 	0.3876738552 	0.3876738552 	1.280e-01 	
1617 	0.3878165291 	0.3878165291 	1.279e-01 	
1677 	0.3877481495 	0.3877481495 	1.279e-01 	
1225 	0.3878402169 	0.3878402169 	1.279e-01 	
1149 	0.3888474744 	0.3888474744 	1.272e-01 	
1284 	0.3891477663 	0.3891477663 	1.270e-01 	
1298 	0.3885823352 	0.3885823352 	1.274e-01 	
509 	0.3879843083 	0.3879843083 	1.278e-01 	
48 	0.3879558258 	0.3879558258 	1.278e-01 	
834 	0.3892641543 	0.3892641543 	1.269e-01 	
1944 	0.3893554568 	0.3893554568 	1.268e-01 	
1843 	0.3895484073 	0.3895484073 	1.267e-01 	
628 	0.3896914531 	0.3896914531 	1.266e-01 	
721 	0.3897962027 	0.3897962027 	1.265e-01 	
77 	0.390535295 	0.390535295 	1.261e-01 	
1257 	0.3910620949 	0.3910620949 	1.257e-01 	
1087 	0.3908076215 	0.3908076215 	1.259e-01 	
813 	0.3898639676 	0.3898639676 	1.265e-01 	
1186 	0.3912663449 	0.3912663449 	1.256e-01 	
73 	0.3913520285 	0.3913520285 	1.255e-01 	
940 	0.3921141828 	0.3921141828 	1.250e-01 	
1265 	0.3924702936 	0.3924702936 	1.248e-01 	
697 	0.3925021717 	0.3925021717 	1.247e-01 	
1878 	0.3921880766 	0.3921880766 	1.250e-01 	
865 	0.3921886165 	0.3921886165 	1.250e-01 	
575 	0.3925762766 	0.3925762766 	1.247e-01 	
1576 	0.3927879754 	0.3927879754 	1.246e-01 	
1627 	0.3929486856 	0.3929486856 	1.244e-01 	
1877 	0.3931291409 	0.3931291409 	1.243e-01 	
1485 	0.3932176702 	0.3932176702 	1.243e-01 	
1811 	0.3933138661 	0.3933138661 	1.242e-01 	
1544 	0.3931885009 	0.3931885009 	1.243e-01 	
1966 	0.3935953021 	0.3935953021 	1.240e-01 	
308 	0.3941647587 	0.3941647587 	1.236e-01 	
778 	0.3942336554 	0.3942336554 	1.236e-01 	
149 	0.3949318166 	0.3949318166 	1.231e-01 	
809 	0.3941775267 	0.3941775267 	1.236e-01 	
1207 	0.3944322819 	0.3944322819 	1.235e-01 	
1401 	0.3943123563 	0.3943123563 	1.236e-01 	
753 	0.3956553111 	0.3956553111 	1.227e-01 	
351 	0.3958813492 	0.3958813492 	1.225e-01 	
1334 	0.3964335654 	0.3964335654 	1.222e-01 	
745 	0.3975138171 	0.3975138171 	1.215e-01 	
1594 	0.397630958 	0.397630958 	1.214e-01 	
771 	0.3981143338 	0.3981143338 	1.211e-01 	
1446 	0.3964612407 	0.3964612407 	1.222e-01 	
853 	0.398414353 	0.398414353 	1.209e-01 	
1934 	0.3988658605 	0.3988658605 	1.206e-01 	
828 	0.396775337 	0.396775337 	1.219e-01 	
50 	0.3971401376 	0.3971401376 	1.217e-01 	
722 	0.3996875707 	0.3996875707 	1.201e-01 	
958 	0.3997542461 	0.3997542461 	1.200e-01 	
1552 	0.3936511498 	0.3936511498 	1.240e-01 	
267 	0.400031106 	0.400031106 	1.199e-01 	
1373 	0.3998960195 	0.3998960195 	1.199e-01 	
1601 	0.400443491 	0.400443491 	1.196e-01 	
167 	0.4003414302 	0.4003414302 	1.197e-01 	
1989 	0.4008151214 	0.4008151214 	1.194e-01 	
384 	0.393840368 	0.393840368 	1.239e-01 	
1964 	0.4002978809 	0.4002978809 	1.197e-01 	
1316 	0.4006483635 	0.4006483635 	1.195e-01 	
1600 	0.4010146177 	0.4010146177 	1.192e-01 	
376 	0.4010445755 	0.4010445755 	1.192e-01 	
1854 	0.40139972 	0.40139972 	1.190e-01 	
1132 	0.3957940966 	0.3957940966 	1.226e-01 	
696 	0.4009806839 	0.4009806839 	1.193e-01 	
1923 	0.4009627217 	0.4009627217 	1.193e-01 	
135 	0.4018082685 	0.4018082685 	1.187e-01 	
1307 	0.4017525905 	0.4017525905 	1.188e-01 	
411 	0.4016911577 	0.4016911577 	1.188e-01 	
1419 	0.4024854204 	0.4024854204 	1.183e-01 	
1482 	0.4037415055 	0.4037415055 	1.175e-01 	
477 	0.4026677064 	0.4026677064 	1.182e-01 	
1766 	0.4033053653 	0.4033053653 	1.178e-01 	
981 	0.4040695921 	0.4040695921 	1.173e-01 	
294 	0.4045439637 	0.4045439637 	1.170e-01 	
1409 	0.4039107877 	0.4039107877 	1.174e-01 	
1480 	0.4059707128 	0.4059707128 	1.161e-01 	
217 	0.4066200076 	0.4066200076 	1.157e-01 	
1199 	0.4064128867 	0.4064128867 	1.159e-01 	
1460 	0.4056216179 	0.4056216179 	1.164e-01 	
1056 	0.4057688708 	0.4057688708 	1.163e-01 	
55 	0.4067002967 	0.4067002967 	1.157e-01 	
1435 	0.4057697878 	0.4057697878 	1.163e-01 	
305 	0.4061267991 	0.4061267991 	1.160e-01 	
1836 	0.4070999063 	0.4070999063 	1.155e-01 	
438 	0.4086890488 	0.4086890488 	1.145e-01 	
1503 	0.4068529354 	0.4068529354 	1.156e-01 	
1441 	0.4067075804 	0.4067075804 	1.157e-01 	
879 	0.4087223897 	0.4087223897 	1.145e-01 	
420 	0.4087802824 	0.4087802824 	1.144e-01 	
1063 	0.4072291378 	0.4072291378 	1.154e-01 	
1706 	0.4097206817 	0.4097206817 	1.139e-01 	
1486 	0.4107464087 	0.4107464087 	1.132e-01 	
333 	0.4116205047 	0.4116205047 	1.127e-01 	
568 	0.4118725218 	0.4118725218 	1.126e-01 	
577 	0.4117107949 	0.4117107949 	1.127e-01 	
598 	0.4120087686 	0.4120087686 	1.125e-01 	
1184 	0.4129828663 	0.4129828663 	1.119e-01 	
642 	0.4128753755 	0.4128753755 	1.120e-01 	
953 	0.4133179266 	0.4133179266 	1.117e-01 	
89 	0.4126685694 	0.4126685694 	1.121e-01 	
406 	0.4137674479 	0.4137674479 	1.114e-01 	
1856 	0.4145863358 	0.4145863358 	1.110e-01 	
178 	0.412207195 	0.412207195 	1.124e-01 	
837 	0.4122480095 	0.4122480095 	1.123e-01 	
344 	0.4116633572 	0.4116633572 	1.127e-01 	
1903 	0.4124063261 	0.4124063261 	1.122e-01 	
1318 	0.4104515437 	0.4104515437 	1.134e-01 	
1274 	0.414702231 	0.414702231 	1.109e-01 	
967 	0.4127260175 	0.4127260175 	1.121e-01 	
796 	0.4127475569 	0.4127475569 	1.120e-01 	
1858 	0.4147617683 	0.4147617683 	1.109e-01 	
1445 	0.412158334 	0.412158334 	1.124e-01 	
1720 	0.4151502536 	0.4151502536 	1.106e-01 	
1980 	0.4157286762 	0.4157286762 	1.103e-01 	
814 	0.4159154309 	0.4159154309 	1.102e-01 	
701 	0.4159453759 	0.4159453759 	1.102e-01 	
1729 	0.4167781775 	0.4167781775 	1.097e-01 	
830 	0.4170799582 	0.4170799582 	1.095e-01 	
978 	0.4171570897 	0.4171570897 	1.095e-01 	
747 	0.4188053509 	0.4188053509 	1.085e-01 	
1604 	0.4175197338 	0.4175197338 	1.092e-01 	
1061 	0.4191432293 	0.4191432293 	1.083e-01 	
1107 	0.4195260571 	0.4195260571 	1.081e-01 	
99 	0.4195883197 	0.4195883197 	1.081e-01 	
726 	0.4197936617 	0.4197936617 	1.079e-01 	
220 	0.4199164586 	0.4199164586 	1.079e-01 	
346 	0.4218146129 	0.4218146129 	1.068e-01 	
1079 	0.4211635916 	0.4211635916 	1.072e-01 	
554 	0.415558148 	0.415558148 	1.104e-01 	
1073 	0.4221740736 	0.4221740736 	1.066e-01 	
1230 	0.4218355211 	0.4218355211 	1.068e-01 	
1074 	0.4229993303 	0.4229993303 	1.061e-01 	
339 	0.4202273729 	0.4202273729 	1.077e-01 	
506 	0.4230497207 	0.4230497207 	1.061e-01 	
256 	0.4239619244 	0.4239619244 	1.056e-01 	
619 	0.4236198617 	0.4236198617 	1.058e-01 	
299 	0.4237880557 	0.4237880557 	1.057e-01 	
915 	0.4240629508 	0.4240629508 	1.055e-01 	
1113 	0.4243990855 	0.4243990855 	1.053e-01 	
1154 	0.425541988 	0.425541988 	1.047e-01 	
1189 	0.4241844966 	0.4241844966 	1.055e-01 	
494 	0.4251492762 	0.4251492762 	1.049e-01 	
222 	0.4258090854 	0.4258090854 	1.045e-01 	
200 	0.4257644763 	0.4257644763 	1.046e-01 	
1529 	0.4262196941 	0.4262196941 	1.043e-01 	
1949 	0.4258718254 	0.4258718254 	1.045e-01 	
868 	0.4263361503 	0.4263361503 	1.043e-01 	
1100 	0.4261159432 	0.4261159432 	1.044e-01 	
1267 	0.426015219 	0.426015219 	1.044e-01 	
1578 	0.4273651844 	0.4273651844 	1.037e-01 	
240 	0.4275243954 	0.4275243954 	1.036e-01 	
1648 	0.4276456287 	0.4276456287 	1.035e-01 	
1139 	0.4277208666 	0.4277208666 	1.035e-01 	
1767 	0.4280930562 	0.4280930562 	1.033e-01 	
92 	0.4288856747 	0.4288856747 	1.029e-01 	
1395 	0.4290879665 	0.4290879665 	1.027e-01 	
479 	0.4296738933 	0.4296738933 	1.024e-01 	
1357 	0.4294316038 	0.4294316038 	1.026e-01 	
848 	0.4308950327 	0.4308950327 	1.018e-01 	
249 	0.4317478838 	0.4317478838 	1.013e-01 	
649 	0.4309949492 	0.4309949492 	1.017e-01 	
596 	0.4324298057 	0.4324298057 	1.009e-01 	
1694 	0.4327077544 	0.4327077544 	1.008e-01 	
181 	0.4331879269 	0.4331879269 	1.005e-01 	
1024 	0.4332511328 	0.4332511328 	1.005e-01 	
1961 	0.433259736 	0.433259736 	1.005e-01 	
436 	0.4343012371 	0.4343012371 	9.994e-02 	
1732 	0.4339835447 	0.4339835447 	1.001e-01 	
104 	0.4356774589 	0.4356774589 	9.922e-02 	
407 	0.4357392492 	0.4357392492 	9.918e-02 	
160 	0.4350331427 	0.4350331427 	9.956e-02 	
906 	0.4377925385 	0.4377925385 	9.811e-02 	
1994 	0.4376408544 	0.4376408544 	9.819e-02 	
573 	0.4310444863 	0.4310444863 	1.017e-01 	
1709 	0.4374635245 	0.4374635245 	9.828e-02 	
1659 	0.4367941781 	0.4367941781 	9.863e-02 	
1044 	0.438111215 	0.438111215 	9.794e-02 	
237 	0.4364563623 	0.4364563623 	9.881e-02 	
348 	0.43904607 	0.43904607 	9.746e-02 	
1571 	0.4392434451 	0.4392434451 	9.736e-02 	
1169 	0.4391793957 	0.4391793957 	9.739e-02 	
1102 	0.4386047271 	0.4386047271 	9.769e-02 	
1197 	0.4408510652 	0.4408510652 	9.653e-02 	
963 	0.4404742468 	0.4404742468 	9.672e-02 	
84 	0.440971652 	0.440971652 	9.647e-02 	
839 	0.441029949 	0.441029949 	9.644e-02 	
899 	0.4404704678 	0.4404704678 	9.673e-02 	
1986 	0.4416777156 	0.4416777156 	9.611e-02 	
1833 	0.4422180826 	0.4422180826 	9.583e-02 	
1344 	0.4423981375 	0.4423981375 	9.574e-02 	
976 	0.4413376085 	0.4413376085 	9.628e-02 	
1636 	0.4433159916 	0.4433159916 	9.528e-02 	
1167 	0.4424610183 	0.4424610183 	9.571e-02 	
1781 	0.4442185882 	0.4442185882 	9.482e-02 	
611 	0.443189573 	0.443189573 	9.534e-02 	
524 	0.4439111328 	0.4439111328 	9.498e-02 	
441 	0.4456220914 	0.4456220914 	9.412e-02 	
738 	0.4452208814 	0.4452208814 	9.432e-02 	
1122 	0.4439718613 	0.4439718613 	9.495e-02 	
1454 	0.447388203 	0.447388203 	9.324e-02 	
1734 	0.4481196397 	0.4481196397 	9.288e-02 	
1352 	0.4465589271 	0.4465589271 	9.365e-02 	
734 	0.4482974916 	0.4482974916 	9.279e-02 	
560 	0.4466871962 	0.4466871962 	9.359e-02 	
1737 	0.4491499438 	0.4491499438 	9.237e-02 	
856 	0.4500990819 	0.4500990819 	9.191e-02 	
59 	0.4502037419 	0.4502037419 	9.186e-02 	
1816 	0.4502454466 	0.4502454466 	9.184e-02 	
1426 	0.4503169463 	0.4503169463 	9.180e-02 	
1495 	0.4505786934 	0.4505786934 	9.168e-02 	
993 	0.4517067796 	0.4517067796 	9.113e-02 	
679 	0.4509010752 	0.4509010752 	9.152e-02 	
1787 	0.45182253 	0.45182253 	9.107e-02 	
186 	0.4520318241 	0.4520318241 	9.097e-02 	
1867 	0.452238123 	0.452238123 	9.087e-02 	
474 	0.450617221 	0.450617221 	9.166e-02 	
1299 	0.4540467575 	0.4540467575 	9.001e-02 	
1953 	0.4527106674 	0.4527106674 	9.065e-02 	
770 	0.453934974 	0.453934974 	9.006e-02 	
310 	0.4562761046 	0.4562761046 	8.895e-02 	
593 	0.4546628781 	0.4546628781 	8.971e-02 	
711 	0.4544066135 	0.4544066135 	8.984e-02 	
1704 	0.4585502756 	0.4585502756 	8.788e-02 	
481 	0.4547624601 	0.4547624601 	8.967e-02 	
394 	0.4586760256 	0.4586760256 	8.782e-02 	
789 	0.4565756749 	0.4565756749 	8.881e-02 	
989 	0.4597629103 	0.4597629103 	8.732e-02 	
1404 	0.4576001674 	0.4576001674 	8.833e-02 	
101 	0.4602250146 	0.4602250146 	8.711e-02 	
433 	0.4595848885 	0.4595848885 	8.740e-02 	
1927 	0.4605652734 	0.4605652734 	8.695e-02 	
850 	0.4606001467 	0.4606001467 	8.693e-02 	
389 	0.4608358447 	0.4608358447 	8.682e-02 	
1828 	0.460977188 	0.460977188 	8.676e-02 	
1707 	0.4615785358 	0.4615785358 	8.648e-02 	
1222 	0.4616560832 	0.4616560832 	8.645e-02 	
513 	0.4618410973 	0.4618410973 	8.636e-02 	
1180 	0.4626505626 	0.4626505626 	8.599e-02 	
1698 	0.4639701373 	0.4639701373 	8.539e-02 	
1686 	0.4643863496 	0.4643863496 	8.520e-02 	
1679 	0.4640506583 	0.4640506583 	8.536e-02 	
759 	0.4637835013 	0.4637835013 	8.548e-02 	
1789 	0.4648762404 	0.4648762404 	8.498e-02 	
1784 	0.4618259177 	0.4618259177 	8.637e-02 	
1558 	0.4651989303 	0.4651989303 	8.484e-02 	
1393 	0.4645924453 	0.4645924453 	8.511e-02 	
779 	0.4647738557 	0.4647738557 	8.503e-02 	
4 	0.4661322752 	0.4661322752 	8.442e-02 	
719 	0.4670485624 	0.4670485624 	8.401e-02 	
1534 	0.4645636133 	0.4645636133 	8.512e-02 	
1477 	0.4678873067 	0.4678873067 	8.364e-02 	
693 	0.4700643218 	0.4700643218 	8.268e-02 	
134 	0.4711758198 	0.4711758198 	8.219e-02 	
392 	0.465621774 	0.465621774 	8.465e-02 	
815 	0.47173438 	0.47173438 	8.195e-02 	
14 	0.4700914412 	0.4700914412 	8.267e-02 	
1185 	0.4672918444 	0.4672918444 	8.390e-02 	
466 	0.4726760544 	0.4726760544 	8.154e-02 	
1033 	0.4680093292 	0.4680093292 	8.358e-02 	
358 	0.4740322528 	0.4740322528 	8.096e-02 	
1813 	0.4734188345 	0.4734188345 	8.122e-02 	
516 	0.4725375795 	0.4725375795 	8.160e-02 	
1004 	0.4746850703 	0.4746850703 	8.068e-02 	
316 	0.4676124587 	0.4676124587 	8.376e-02 	
1104 	0.4761070288 	0.4761070288 	8.007e-02 	
53 	0.4668694013 	0.4668694013 	8.409e-02 	
1612 	0.4679510854 	0.4679510854 	8.361e-02 	
1277 	0.4738181774 	0.4738181774 	8.105e-02 	
1064 	0.4771992205 	0.4771992205 	7.961e-02 	
873 	0.4785732604 	0.4785732604 	7.903e-02 	
209 	0.4784026814 	0.4784026814 	7.910e-02 	
1799 	0.4743680047 	0.4743680047 	8.081e-02 	
1306 	0.4790370232 	0.4790370232 	7.884e-02 	
169 	0.4783451671 	0.4783451671 	7.912e-02 	
1138 	0.4781148907 	0.4781148907 	7.922e-02 	
1228 	0.4791123942 	0.4791123942 	7.880e-02 	
959 	0.4754937118 	0.4754937118 	8.033e-02 	
1936 	0.4791515207 	0.4791515207 	7.879e-02 	
974 	0.4809905511 	0.4809905511 	7.802e-02 	
950 	0.4810535893 	0.4810535893 	7.800e-02 	
1147 	0.4803971889 	0.4803971889 	7.827e-02 	
475 	0.4822036295 	0.4822036295 	7.752e-02 	
894 	0.4830382828 	0.4830382828 	7.718e-02 	
982 	0.4831765289 	0.4831765289 	7.712e-02 	
1754 	0.485703308 	0.485703308 	7.610e-02 	
269 	0.483980118 	0.483980118 	7.680e-02 	
1223 	0.4852867651 	0.4852867651 	7.627e-02 	
1304 	0.4866431916 	0.4866431916 	7.572e-02 	
618 	0.4868928251 	0.4868928251 	7.562e-02 	
426 	0.488641069 	0.488641069 	7.492e-02 	
1524 	0.486817777 	0.486817777 	7.565e-02 	
1439 	0.4887333988 	0.4887333988 	7.488e-02 	
259 	0.4891581173 	0.4891581173 	7.472e-02 	
179 	0.4892770747 	0.4892770747 	7.467e-02 	
926 	0.4901811029 	0.4901811029 	7.431e-02 	
1579 	0.4904182722 	0.4904182722 	7.422e-02 	
563 	0.4908442502 	0.4908442502 	7.405e-02 	
1469 	0.4896464839 	0.4896464839 	7.452e-02 	
1987 	0.4908729495 	0.4908729495 	7.404e-02 	
224 	0.4912805944 	0.4912805944 	7.388e-02 	
324 	0.4914616225 	0.4914616225 	7.381e-02 	
1449 	0.492597244 	0.492597244 	7.336e-02 	
336 	0.4914691882 	0.4914691882 	7.381e-02 	
883 	0.492816983 	0.492816983 	7.328e-02 	
1027 	0.4936859124 	0.4936859124 	7.294e-02 	
1049 	0.4929102677 	0.4929102677 	7.324e-02 	
1884 	0.4971377171 	0.4971377171 	7.162e-02 	
933 	0.4971160198 	0.4971160198 	7.163e-02 	
194 	0.497414831 	0.497414831 	7.151e-02 	
1661 	0.4975971411 	0.4975971411 	7.145e-02 	
800 	0.4980560029 	0.4980560029 	7.127e-02 	
717 	0.4982940603 	0.4982940603 	7.118e-02 	
1214 	0.5005793913 	0.5005793913 	7.032e-02 	
518 	0.49867279 	0.49867279 	7.104e-02 	
1588 	0.5002406438 	0.5002406438 	7.045e-02 	
79 	0.503567706 	0.503567706 	6.922e-02 	
1631 	0.5010334881 	0.5010334881 	7.016e-02 	
644 	0.5032991037 	0.5032991037 	6.932e-02 	
584 	0.5036428011 	0.5036428011 	6.919e-02 	
152 	0.5049248802 	0.5049248802 	6.872e-02 	
455 	0.5055371868 	0.5055371868 	6.850e-02 	
951 	0.5048935132 	0.5048935132 	6.873e-02 	
1336 	0.5050123047 	0.5050123047 	6.869e-02 	
820 	0.5040488546 	0.5040488546 	6.904e-02 	
1121 	0.5061334043 	0.5061334043 	6.828e-02 	
1918 	0.5066454208 	0.5066454208 	6.810e-02 	
1713 	0.5057796934 	0.5057796934 	6.841e-02 	
1387 	0.5054970383 	0.5054970383 	6.851e-02 	
1194 	0.5072394195 	0.5072394195 	6.788e-02 	
1742 	0.5073226286 	0.5073226286 	6.785e-02 	
119 	0.5076976288 	0.5076976288 	6.772e-02 	
449 	0.5079198654 	0.5079198654 	6.764e-02 	
773 	0.5099559747 	0.5099559747 	6.691e-02 	
239 	0.5106163917 	0.5106163917 	6.668e-02 	
1359 	0.5142079674 	0.5142079674 	6.542e-02 	
530 	0.51238818 	0.51238818 	6.606e-02 	
608 	0.5096500255 	0.5096500255 	6.702e-02 	
678 	0.5148704545 	0.5148704545 	6.519e-02 	
1798 	0.5136970432 	0.5136970432 	6.560e-02 	
1494 	0.5175715602 	0.5175715602 	6.426e-02 	
1997 	0.5194428566 	0.5194428566 	6.363e-02 	
1034 	0.5179275338 	0.5179275338 	6.414e-02 	
863 	0.5233258631 	0.5233258631 	6.233e-02 	
373 	0.5217342548 	0.5217342548 	6.286e-02 	
1970 	0.5226509033 	0.5226509033 	6.256e-02 	
1420 	0.5236739013 	0.5236739013 	6.222e-02 	
1979 	0.5261389719 	0.5261389719 	6.141e-02 	
1364 	0.5235848464 	0.5235848464 	6.225e-02 	
1483 	0.5303178918 	0.5303178918 	6.006e-02 	
785 	0.5294453234 	0.5294453234 	6.034e-02 	
539 	0.5242093278 	0.5242093278 	6.204e-02 	
1237 	0.5293221893 	0.5293221893 	6.038e-02 	
1279 	0.5309489421 	0.5309489421 	5.986e-02 	
44 	0.5260730876 	0.5260730876 	6.143e-02 	
419 	0.5313366182 	0.5313366182 	5.974e-02 	
429 	0.5322769736 	0.5322769736 	5.944e-02 	
1689 	0.5325964018 	0.5325964018 	5.934e-02 	
1378 	0.5348185513 	0.5348185513 	5.865e-02 	
286 	0.5345235747 	0.5345235747 	5.874e-02 	
1541 	0.535925685 	0.535925685 	5.830e-02 	
1901 	0.5367877382 	0.5367877382 	5.804e-02 	
1559 	0.5410515278 	0.5410515278 	5.674e-02 	
916 	0.542217104 	0.542217104 	5.639e-02 	
764 	0.5391755723 	0.5391755723 	5.731e-02 	
353 	0.5440627212 	0.5440627212 	5.584e-02 	
496 	0.5431408362 	0.5431408362 	5.612e-02 	
1959 	0.5460156316 	0.5460156316 	5.527e-02 	
633 	0.5472779269 	0.5472779269 	5.490e-02 	
98 	0.5444106914 	0.5444106914 	5.574e-02 	
229 	0.5509780667 	0.5509780667 	5.383e-02 	
174 	0.5456964603 	0.5456964603 	5.536e-02 	
939 	0.5566159054 	0.5566159054 	5.225e-02 	
