num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
21 	5.5e-09  	78689.00948 	466.826 mV             	3.18282 mA      	634.672 mV        	2.68084 mA   
1134 	5.5e-09  	78698.31125 	466.826 mV             	3.18282 mA      	634.667 mV        	2.68085 mA   
373 	5.5e-09  	78807.85527 	466.826 mV             	3.18282 mA      	634.615 mV        	2.68105 mA   
85 	5.5e-09  	78829.52847 	466.826 mV             	3.18282 mA      	634.605 mV        	2.68109 mA   
1084 	5.5e-09  	78852.31774 	466.826 mV             	3.18282 mA      	634.594 mV        	2.68113 mA   
864 	5.5e-09  	78787.51937 	466.826 mV             	3.18282 mA      	634.625 mV        	2.68102 mA   
1549 	5.5e-09  	78788.2097 	466.826 mV             	3.18282 mA      	634.624 mV        	2.68102 mA   
1718 	5.5e-09  	78879.34602 	466.826 mV             	3.18282 mA      	634.581 mV        	2.68118 mA   
1235 	5.5e-09  	78902.17144 	466.826 mV             	3.18282 mA      	634.57 mV        	2.68122 mA   
1484 	5.5e-09  	78886.69322 	466.826 mV             	3.18282 mA      	634.577 mV        	2.68119 mA   
1595 	5.5e-09  	78889.96723 	466.826 mV             	3.18282 mA      	634.576 mV        	2.6812 mA   
197 	5.5e-09  	78926.20159 	466.826 mV             	3.18282 mA      	634.558 mV        	2.68127 mA   
829 	5.5e-09  	78909.02592 	466.826 mV             	3.18282 mA      	634.566 mV        	2.68123 mA   
630 	5.5e-09  	78914.93627 	466.826 mV             	3.18282 mA      	634.564 mV        	2.68125 mA   
1418 	5.5e-09  	78933.17574 	466.826 mV             	3.18282 mA      	634.555 mV        	2.68128 mA   
1420 	5.5e-09  	78932.91121 	466.826 mV             	3.18282 mA      	634.555 mV        	2.68128 mA   
175 	5.5e-09  	78857.29412 	466.826 mV             	3.18282 mA      	634.591 mV        	2.68114 mA   
664 	5.5e-09  	78994.67409 	466.826 mV             	3.18282 mA      	634.525 mV        	2.68139 mA   
1574 	5.5e-09  	78972.83739 	466.826 mV             	3.18282 mA      	634.536 mV        	2.68135 mA   
1466 	5.5e-09  	78991.02951 	466.826 mV             	3.18282 mA      	634.527 mV        	2.68138 mA   
309 	5.5e-09  	78980.96376 	466.826 mV             	3.18282 mA      	634.532 mV        	2.68136 mA   
756 	5.5e-09  	79028.10168 	466.826 mV             	3.18282 mA      	634.509 mV        	2.68145 mA   
1755 	5.5e-09  	79018.36427 	466.826 mV             	3.18282 mA      	634.514 mV        	2.68143 mA   
1317 	5.5e-09  	79035.94428 	466.826 mV             	3.18282 mA      	634.506 mV        	2.68146 mA   
1135 	5.5e-09  	79045.73705 	466.826 mV             	3.18282 mA      	634.501 mV        	2.68148 mA   
298 	5.5e-09  	79096.45897 	466.826 mV             	3.18282 mA      	634.477 mV        	2.68157 mA   
306 	5.5e-09  	79151.13867 	466.826 mV             	3.18282 mA      	634.451 mV        	2.68167 mA   
1670 	5.5e-09  	79170.34732 	466.826 mV             	3.18282 mA      	634.442 mV        	2.68171 mA   
18 	5.5e-09  	79128.58025 	466.826 mV             	3.18282 mA      	634.461 mV        	2.68163 mA   
939 	5.5e-09  	79102.1896 	466.826 mV             	3.18282 mA      	634.474 mV        	2.68158 mA   
1231 	5.5e-09  	79149.83146 	466.826 mV             	3.18282 mA      	634.451 mV        	2.68167 mA   
930 	5.5e-09  	79121.2766 	466.826 mV             	3.18282 mA      	634.465 mV        	2.68162 mA   
1988 	5.5e-09  	79296.14564 	466.826 mV             	3.18282 mA      	634.382 mV        	2.68193 mA   
1664 	5.5e-09  	79242.39341 	466.826 mV             	3.18282 mA      	634.407 mV        	2.68184 mA   
476 	5.5e-09  	79222.99245 	466.826 mV             	3.18282 mA      	634.416 mV        	2.6818 mA   
286 	5.5e-09  	79228.27138 	466.826 mV             	3.18282 mA      	634.414 mV        	2.68181 mA   
1979 	5.5e-09  	79194.8387 	466.826 mV             	3.18282 mA      	634.43 mV        	2.68175 mA   
280 	5.5e-09  	79193.18962 	466.826 mV             	3.18282 mA      	634.431 mV        	2.68175 mA   
1546 	5.5e-09  	79250.41646 	466.826 mV             	3.18282 mA      	634.403 mV        	2.68185 mA   
1322 	5.5e-09  	79180.29053 	466.826 mV             	3.18282 mA      	634.437 mV        	2.68172 mA   
1407 	5.5e-09  	79189.70842 	466.826 mV             	3.18282 mA      	634.432 mV        	2.68174 mA   
1764 	5.5e-09  	79296.40417 	466.826 mV             	3.18282 mA      	634.382 mV        	2.68193 mA   
671 	5.5e-09  	79343.15275 	466.826 mV             	3.18282 mA      	634.359 mV        	2.68202 mA   
583 	5.5e-09  	79328.97118 	466.826 mV             	3.18282 mA      	634.366 mV        	2.68199 mA   
419 	5.5e-09  	79314.91257 	466.826 mV             	3.18282 mA      	634.373 mV        	2.68197 mA   
735 	5.5e-09  	79309.20867 	466.826 mV             	3.18282 mA      	634.375 mV        	2.68196 mA   
1847 	5.5e-09  	79364.31071 	466.826 mV             	3.18282 mA      	634.349 mV        	2.68205 mA   
385 	5.5e-09  	79400.80617 	466.826 mV             	3.18282 mA      	634.332 mV        	2.68212 mA   
1260 	5.5e-09  	79364.63891 	466.826 mV             	3.18282 mA      	634.349 mV        	2.68205 mA   
541 	5.5e-09  	79376.02492 	466.826 mV             	3.18282 mA      	634.344 mV        	2.68208 mA   
785 	5.5e-09  	79432.51899 	466.826 mV             	3.18282 mA      	634.317 mV        	2.68218 mA   
1093 	5.5e-09  	79409.20259 	466.826 mV             	3.18282 mA      	634.328 mV        	2.68213 mA   
1400 	5.5e-09  	79442.99941 	466.826 mV             	3.18282 mA      	634.312 mV        	2.6822 mA   
871 	5.5e-09  	79402.06664 	466.826 mV             	3.18282 mA      	634.331 mV        	2.68212 mA   
1523 	5.5e-09  	79455.457 	466.826 mV             	3.18282 mA      	634.306 mV        	2.68222 mA   
1090 	5.5e-09  	79444.96307 	466.826 mV             	3.18282 mA      	634.311 mV        	2.6822 mA   
633 	5.5e-09  	79486.7427 	466.826 mV             	3.18282 mA      	634.291 mV        	2.68227 mA   
566 	5.5e-09  	79495.60321 	466.826 mV             	3.18282 mA      	634.287 mV        	2.68229 mA   
790 	5.5e-09  	79501.52055 	466.826 mV             	3.18282 mA      	634.284 mV        	2.6823 mA   
1901 	5.5e-09  	79520.34665 	466.826 mV             	3.18282 mA      	634.275 mV        	2.68233 mA   
692 	5.5e-09  	79507.33343 	466.826 mV             	3.18282 mA      	634.281 mV        	2.68231 mA   
1613 	5.5e-09  	79558.73218 	466.826 mV             	3.18282 mA      	634.257 mV        	2.6824 mA   
62 	5.5e-09  	79613.59257 	466.826 mV             	3.18282 mA      	634.231 mV        	2.6825 mA   
1911 	5.5e-09  	79614.52991 	466.826 mV             	3.18282 mA      	634.23 mV        	2.6825 mA   
1505 	5.5e-09  	79531.93078 	466.826 mV             	3.18282 mA      	634.27 mV        	2.68235 mA   
1358 	5.5e-09  	79640.87526 	466.826 mV             	3.18282 mA      	634.218 mV        	2.68255 mA   
1440 	5.5e-09  	79667.17415 	466.826 mV             	3.18282 mA      	634.205 mV        	2.6826 mA   
1378 	5.5e-09  	79702.08218 	466.826 mV             	3.18282 mA      	634.189 mV        	2.68266 mA   
561 	5.5e-09  	79519.88731 	466.826 mV             	3.18282 mA      	634.275 mV        	2.68233 mA   
1538 	5.5e-09  	79735.46342 	466.826 mV             	3.18282 mA      	634.173 mV        	2.68272 mA   
1541 	5.5e-09  	79659.19924 	466.826 mV             	3.18282 mA      	634.209 mV        	2.68258 mA   
1559 	5.5e-09  	79721.2057 	466.826 mV             	3.18282 mA      	634.18 mV        	2.68269 mA   
188 	5.5e-09  	79688.56894 	466.826 mV             	3.18282 mA      	634.195 mV        	2.68263 mA   
504 	5.5e-09  	79651.73459 	466.826 mV             	3.18282 mA      	634.213 mV        	2.68257 mA   
412 	5.5e-09  	79745.72722 	466.826 mV             	3.18282 mA      	634.168 mV        	2.68274 mA   
1862 	5.5e-09  	79767.85821 	466.826 mV             	3.18282 mA      	634.158 mV        	2.68278 mA   
1381 	5.5e-09  	79768.47488 	466.826 mV             	3.18282 mA      	634.158 mV        	2.68278 mA   
1448 	5.5e-09  	79774.71446 	466.826 mV             	3.18282 mA      	634.155 mV        	2.68279 mA   
1295 	5.5e-09  	79808.93809 	466.826 mV             	3.18282 mA      	634.138 mV        	2.68285 mA   
764 	5.5e-09  	79815.79479 	466.826 mV             	3.18282 mA      	634.135 mV        	2.68286 mA   
952 	5.5e-09  	79826.75573 	466.826 mV             	3.18282 mA      	634.13 mV        	2.68288 mA   
350 	5.5e-09  	79849.33386 	466.826 mV             	3.18282 mA      	634.119 mV        	2.68292 mA   
511 	5.5e-09  	79850.55263 	466.826 mV             	3.18282 mA      	634.119 mV        	2.68292 mA   
1736 	5.5e-09  	79863.72579 	466.826 mV             	3.18282 mA      	634.113 mV        	2.68295 mA   
916 	5.5e-09  	79867.69544 	466.826 mV             	3.18282 mA      	634.111 mV        	2.68295 mA   
1857 	5.5e-09  	79881.00861 	466.826 mV             	3.18282 mA      	634.104 mV        	2.68298 mA   
914 	5.5e-09  	79872.03077 	466.826 mV             	3.18282 mA      	634.109 mV        	2.68296 mA   
483 	5.5e-09  	79934.97477 	466.826 mV             	3.18282 mA      	634.079 mV        	2.68307 mA   
519 	5.5e-09  	79902.7362 	466.826 mV             	3.18282 mA      	634.094 mV        	2.68302 mA   
1489 	5.5e-09  	79984.07502 	466.826 mV             	3.18282 mA      	634.056 mV        	2.68316 mA   
1281 	5.5e-09  	79991.36363 	466.826 mV             	3.18282 mA      	634.052 mV        	2.68317 mA   
345 	5.5e-09  	79967.48654 	466.826 mV             	3.18282 mA      	634.064 mV        	2.68313 mA   
296 	5.5e-09  	80057.24156 	466.826 mV             	3.18282 mA      	634.021 mV        	2.68329 mA   
337 	5.5e-09  	80050.2571 	466.826 mV             	3.18282 mA      	634.025 mV        	2.68328 mA   
195 	5.5e-09  	79997.84585 	466.826 mV             	3.18282 mA      	634.049 mV        	2.68318 mA   
1871 	5.5e-09  	80133.98928 	466.826 mV             	3.18282 mA      	633.985 mV        	2.68343 mA   
491 	5.5e-09  	80158.26831 	466.826 mV             	3.18282 mA      	633.974 mV        	2.68347 mA   
1286 	5.5e-09  	80176.97267 	466.826 mV             	3.18282 mA      	633.965 mV        	2.6835 mA   
131 	5.5e-09  	80102.55849 	466.826 mV             	3.18282 mA      	634 mV        	2.68337 mA   
496 	5.5e-09  	80106.10691 	466.826 mV             	3.18282 mA      	633.998 mV        	2.68338 mA   
1932 	5.5e-09  	80196.25042 	466.826 mV             	3.18282 mA      	633.956 mV        	2.68354 mA   
1623 	5.5e-09  	80201.21314 	466.826 mV             	3.18282 mA      	633.954 mV        	2.68354 mA   
594 	5.5e-09  	80194.52861 	466.826 mV             	3.18282 mA      	633.957 mV        	2.68353 mA   
1179 	5.5e-09  	80178.08634 	466.826 mV             	3.18282 mA      	633.964 mV        	2.6835 mA   
597 	5.5e-09  	80264.41739 	466.826 mV             	3.18282 mA      	633.924 mV        	2.68366 mA   
342 	5.5e-09  	80059.28436 	466.826 mV             	3.18282 mA      	634.02 mV        	2.68329 mA   
1171 	5.5e-09  	80203.65763 	466.826 mV             	3.18282 mA      	633.952 mV        	2.68355 mA   
605 	5.5e-09  	80285.44612 	466.826 mV             	3.18282 mA      	633.914 mV        	2.68369 mA   
651 	5.5e-09  	80288.50387 	466.826 mV             	3.18282 mA      	633.913 mV        	2.6837 mA   
1647 	5.5e-09  	80296.44608 	466.826 mV             	3.18282 mA      	633.909 mV        	2.68371 mA   
602 	5.5e-09  	80304.88492 	466.826 mV             	3.18282 mA      	633.905 mV        	2.68373 mA   
1057 	5.5e-09  	80305.72762 	466.826 mV             	3.18282 mA      	633.905 mV        	2.68373 mA   
882 	5.5e-09  	80366.01332 	466.826 mV             	3.18282 mA      	633.876 mV        	2.68384 mA   
1289 	5.5e-09  	80330.09695 	466.826 mV             	3.18282 mA      	633.893 mV        	2.68377 mA   
1294 	5.5e-09  	80368.35003 	466.826 mV             	3.18282 mA      	633.875 mV        	2.68384 mA   
216 	5.5e-09  	80389.437 	466.826 mV             	3.18282 mA      	633.865 mV        	2.68388 mA   
1700 	5.5e-09  	80435.96876 	466.826 mV             	3.18282 mA      	633.843 mV        	2.68396 mA   
1467 	5.5e-09  	80377.46164 	466.826 mV             	3.18282 mA      	633.871 mV        	2.68386 mA   
126 	5.5e-09  	80411.33292 	466.826 mV             	3.18282 mA      	633.855 mV        	2.68392 mA   
1708 	5.5e-09  	80418.1336 	466.826 mV             	3.18282 mA      	633.852 mV        	2.68393 mA   
1062 	5.5e-09  	80378.30676 	466.826 mV             	3.18282 mA      	633.87 mV        	2.68386 mA   
1065 	5.5e-09  	80425.31785 	466.826 mV             	3.18282 mA      	633.848 mV        	2.68394 mA   
1070 	5.5e-09  	80401.05025 	466.826 mV             	3.18282 mA      	633.86 mV        	2.6839 mA   
1924 	5.5e-09  	80450.19738 	466.826 mV             	3.18282 mA      	633.837 mV        	2.68398 mA   
203 	5.5e-09  	80437.64515 	466.826 mV             	3.18282 mA      	633.843 mV        	2.68396 mA   
208 	5.5e-09  	80499.15319 	466.826 mV             	3.18282 mA      	633.814 mV        	2.68407 mA   
931 	5.5e-09  	80503.51371 	466.826 mV             	3.18282 mA      	633.812 mV        	2.68408 mA   
938 	5.5e-09  	80558.36124 	466.826 mV             	3.18282 mA      	633.786 mV        	2.68418 mA   
885 	5.5e-09  	80522.30209 	466.826 mV             	3.18282 mA      	633.803 mV        	2.68411 mA   
980 	5.5e-09  	80575.38301 	466.826 mV             	3.18282 mA      	633.778 mV        	2.68421 mA   
1459 	5.5e-09  	80570.92487 	466.826 mV             	3.18282 mA      	633.78 mV        	2.6842 mA   
121 	5.5e-09  	80592.0698 	466.826 mV             	3.18282 mA      	633.77 mV        	2.68423 mA   
278 	5.5e-09  	80616.35761 	466.826 mV             	3.18282 mA      	633.759 mV        	2.68428 mA   
936 	5.5e-09  	80641.67245 	466.826 mV             	3.18282 mA      	633.747 mV        	2.68432 mA   
890 	5.5e-09  	80675.06908 	466.826 mV             	3.18282 mA      	633.732 mV        	2.68438 mA   
1873 	5.5e-09  	80693.1897 	466.826 mV             	3.18282 mA      	633.723 mV        	2.68441 mA   
807 	5.5e-09  	80680.51799 	466.826 mV             	3.18282 mA      	633.729 mV        	2.68439 mA   
821 	5.5e-09  	80694.07299 	466.826 mV             	3.18282 mA      	633.723 mV        	2.68441 mA   
988 	5.5e-09  	80697.3817 	466.826 mV             	3.18282 mA      	633.721 mV        	2.68442 mA   
893 	5.5e-09  	80694.62076 	466.826 mV             	3.18282 mA      	633.723 mV        	2.68441 mA   
1646 	5.5e-09  	80717.66158 	466.826 mV             	3.18282 mA      	633.712 mV        	2.68446 mA   
1641 	5.5e-09  	80740.76169 	466.826 mV             	3.18282 mA      	633.701 mV        	2.6845 mA   
118 	5.5e-09  	80759.46842 	466.826 mV             	3.18282 mA      	633.692 mV        	2.68453 mA   
1335 	5.5e-09  	80734.09585 	466.826 mV             	3.18282 mA      	633.704 mV        	2.68448 mA   
427 	5.5e-09  	80774.72749 	466.826 mV             	3.18282 mA      	633.685 mV        	2.68456 mA   
314 	5.5e-09  	80836.11423 	466.826 mV             	3.18282 mA      	633.657 mV        	2.68466 mA   
272 	5.5e-09  	80823.20799 	466.826 mV             	3.18282 mA      	633.663 mV        	2.68464 mA   
1476 	5.5e-09  	80770.82144 	466.826 mV             	3.18282 mA      	633.687 mV        	2.68455 mA   
317 	5.5e-09  	80844.36198 	466.826 mV             	3.18282 mA      	633.653 mV        	2.68468 mA   
1837 	5.5e-09  	80867.10245 	466.826 mV             	3.18282 mA      	633.642 mV        	2.68472 mA   
113 	5.5e-09  	80785.97274 	466.826 mV             	3.18282 mA      	633.68 mV        	2.68458 mA   
1152 	5.5e-09  	80886.74937 	466.826 mV             	3.18282 mA      	633.633 mV        	2.68475 mA   
793 	5.5e-09  	80920.72528 	466.826 mV             	3.18282 mA      	633.617 mV        	2.68481 mA   
1583 	5.5e-09  	80929.74269 	466.826 mV             	3.18282 mA      	633.613 mV        	2.68483 mA   
1834 	5.5e-09  	80908.91996 	466.826 mV             	3.18282 mA      	633.623 mV        	2.68479 mA   
1829 	5.5e-09  	80942.14329 	466.826 mV             	3.18282 mA      	633.607 mV        	2.68485 mA   
1727 	5.5e-09  	80937.3633 	466.826 mV             	3.18282 mA      	633.61 mV        	2.68484 mA   
1098 	5.5e-09  	80956.47851 	466.826 mV             	3.18282 mA      	633.601 mV        	2.68487 mA   
1101 	5.5e-09  	80990.00413 	466.826 mV             	3.18282 mA      	633.585 mV        	2.68493 mA   
798 	5.5e-09  	80999.84755 	466.826 mV             	3.18282 mA      	633.58 mV        	2.68495 mA   
1126 	5.5e-09  	81005.8553 	466.826 mV             	3.18282 mA      	633.578 mV        	2.68496 mA   
1160 	5.5e-09  	81009.49809 	466.826 mV             	3.18282 mA      	633.576 mV        	2.68497 mA   
1893 	5.5e-09  	81037.7138 	466.826 mV             	3.18282 mA      	633.563 mV        	2.68502 mA   
1996 	5.5e-09  	81038.83333 	466.826 mV             	3.18282 mA      	633.562 mV        	2.68502 mA   
569 	5.5e-09  	81047.82979 	466.826 mV             	3.18282 mA      	633.558 mV        	2.68503 mA   
1343 	5.5e-09  	81052.093 	466.826 mV             	3.18282 mA      	633.556 mV        	2.68504 mA   
223 	5.5e-09  	81069.70216 	466.826 mV             	3.18282 mA      	633.548 mV        	2.68507 mA   
700 	5.5e-09  	81056.09622 	466.826 mV             	3.18282 mA      	633.554 mV        	2.68505 mA   
1826 	5.5e-09  	80938.51168 	466.826 mV             	3.18282 mA      	633.609 mV        	2.68484 mA   
7 	5.5e-09  	81089.30074 	466.826 mV             	3.18282 mA      	633.539 mV        	2.68511 mA   
656 	5.5e-09  	81086.01573 	466.826 mV             	3.18282 mA      	633.54 mV        	2.6851 mA   
574 	5.5e-09  	81072.19383 	466.826 mV             	3.18282 mA      	633.547 mV        	2.68508 mA   
1513 	5.5e-09  	81154.26524 	466.826 mV             	3.18282 mA      	633.509 mV        	2.68522 mA   
1531 	5.5e-09  	81162.2519 	466.826 mV             	3.18282 mA      	633.505 mV        	2.68523 mA   
1605 	5.5e-09  	81111.40333 	466.826 mV             	3.18282 mA      	633.529 mV        	2.68514 mA   
29 	5.5e-09  	81176.38109 	466.826 mV             	3.18282 mA      	633.499 mV        	2.68526 mA   
