num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
1456 	5.5e-09  	82185.25174 	466.826 mV             	3.18282 mA      	633.034 mV        	2.687 mA   
205 	5.5e-09  	82165.60648 	466.826 mV             	3.18282 mA      	633.043 mV        	2.68697 mA   
1582 	5.5e-09  	82201.61486 	466.826 mV             	3.18282 mA      	633.027 mV        	2.68703 mA   
1785 	5.5e-09  	82224.52868 	466.826 mV             	3.18282 mA      	633.017 mV        	2.68707 mA   
1790 	5.5e-09  	82215.44514 	466.826 mV             	3.18282 mA      	633.021 mV        	2.68705 mA   
1511 	5.5e-09  	81948.60535 	466.826 mV             	3.18282 mA      	633.143 mV        	2.6866 mA   
872 	5.5e-09  	82265.47953 	466.826 mV             	3.18282 mA      	632.998 mV        	2.68714 mA   
750 	5.5e-09  	82269.71152 	466.826 mV             	3.18282 mA      	632.996 mV        	2.68715 mA   
512 	5.5e-09  	82274.81813 	466.826 mV             	3.18282 mA      	632.994 mV        	2.68716 mA   
1458 	5.5e-09  	82313.64067 	466.826 mV             	3.18282 mA      	632.976 mV        	2.68722 mA   
1632 	5.5e-09  	82328.89529 	466.826 mV             	3.18282 mA      	632.969 mV        	2.68725 mA   
826 	5.5e-09  	82344.13915 	466.826 mV             	3.18282 mA      	632.962 mV        	2.68728 mA   
1447 	5.5e-09  	82344.08732 	466.826 mV             	3.18282 mA      	632.962 mV        	2.68727 mA   
1270 	5.5e-09  	82389.95709 	466.826 mV             	3.18282 mA      	632.941 mV        	2.68735 mA   
1325 	5.5e-09  	82346.07902 	466.826 mV             	3.18282 mA      	632.961 mV        	2.68728 mA   
1678 	5.5e-09  	82436.96595 	466.826 mV             	3.18282 mA      	632.92 mV        	2.68743 mA   
1314 	5.5e-09  	82405.68865 	466.826 mV             	3.18282 mA      	632.934 mV        	2.68738 mA   
1791 	5.5e-09  	82395.03959 	466.826 mV             	3.18282 mA      	632.939 mV        	2.68736 mA   
1412 	5.5e-09  	82494.15863 	466.826 mV             	3.18282 mA      	632.894 mV        	2.68753 mA   
329 	5.5e-09  	82477.3543 	466.826 mV             	3.18282 mA      	632.901 mV        	2.6875 mA   
82 	5.5e-09  	81970.64963 	466.826 mV             	3.18282 mA      	633.133 mV        	2.68663 mA   
150 	5.5e-09  	82496.66632 	466.826 mV             	3.18282 mA      	632.892 mV        	2.68754 mA   
155 	5.5e-09  	82507.22082 	466.826 mV             	3.18282 mA      	632.888 mV        	2.68755 mA   
381 	5.5e-09  	82315.89866 	466.826 mV             	3.18282 mA      	632.975 mV        	2.68723 mA   
503 	5.5e-09  	82509.51196 	466.826 mV             	3.18282 mA      	632.887 mV        	2.68756 mA   
468 	5.5e-09  	82518.89012 	466.826 mV             	3.18282 mA      	632.882 mV        	2.68757 mA   
295 	5.5e-09  	82522.73758 	466.826 mV             	3.18282 mA      	632.881 mV        	2.68758 mA   
1215 	5.5e-09  	82629.94476 	466.826 mV             	3.18282 mA      	632.832 mV        	2.68776 mA   
1099 	5.5e-09  	82584.18718 	466.826 mV             	3.18282 mA      	632.853 mV        	2.68769 mA   
665 	5.5e-09  	82675.60867 	466.826 mV             	3.18282 mA      	632.811 mV        	2.68784 mA   
638 	5.5e-09  	82678.26052 	466.826 mV             	3.18282 mA      	632.81 mV        	2.68785 mA   
1117 	5.5e-09  	82684.88521 	466.826 mV             	3.18282 mA      	632.807 mV        	2.68786 mA   
1163 	5.5e-09  	82693.41993 	466.826 mV             	3.18282 mA      	632.803 mV        	2.68787 mA   
439 	5.5e-09  	82680.01362 	466.826 mV             	3.18282 mA      	632.809 mV        	2.68785 mA   
1603 	5.5e-09  	82706.11697 	466.826 mV             	3.18282 mA      	632.797 mV        	2.68789 mA   
1610 	5.5e-09  	82712.86112 	466.826 mV             	3.18282 mA      	632.794 mV        	2.6879 mA   
684 	5.5e-09  	82723.08682 	466.826 mV             	3.18282 mA      	632.79 mV        	2.68792 mA   
558 	5.5e-09  	82739.44894 	466.826 mV             	3.18282 mA      	632.782 mV        	2.68795 mA   
670 	5.5e-09  	82729.05625 	466.826 mV             	3.18282 mA      	632.787 mV        	2.68793 mA   
547 	5.5e-09  	82741.10985 	466.826 mV             	3.18282 mA      	632.782 mV        	2.68795 mA   
659 	5.5e-09  	82752.49905 	466.826 mV             	3.18282 mA      	632.776 mV        	2.68797 mA   
681 	5.5e-09  	82812.62864 	466.826 mV             	3.18282 mA      	632.749 mV        	2.68807 mA   
1898 	5.5e-09  	82739.64618 	466.826 mV             	3.18282 mA      	632.782 mV        	2.68795 mA   
1216 	5.5e-09  	82783.45058 	466.826 mV             	3.18282 mA      	632.762 mV        	2.68802 mA   
57 	5.5e-09  	82758.15842 	466.826 mV             	3.18282 mA      	632.774 mV        	2.68798 mA   
1621 	5.5e-09  	82779.1254 	466.826 mV             	3.18282 mA      	632.764 mV        	2.68802 mA   
1672 	5.5e-09  	82746.95249 	466.826 mV             	3.18282 mA      	632.779 mV        	2.68796 mA   
1504 	5.5e-09  	82761.79931 	466.826 mV             	3.18282 mA      	632.772 mV        	2.68799 mA   
43 	5.5e-09  	82804.93947 	466.826 mV             	3.18282 mA      	632.753 mV        	2.68806 mA   
1616 	5.5e-09  	82860.6844 	466.826 mV             	3.18282 mA      	632.727 mV        	2.68816 mA   
38 	5.5e-09  	82810.56026 	466.826 mV             	3.18282 mA      	632.75 mV        	2.68807 mA   
1971 	5.5e-09  	82841.01856 	466.826 mV             	3.18282 mA      	632.736 mV        	2.68812 mA   
20 	5.5e-09  	82831.09327 	466.826 mV             	3.18282 mA      	632.741 mV        	2.68811 mA   
144 	5.5e-09  	82865.95077 	466.826 mV             	3.18282 mA      	632.725 mV        	2.68817 mA   
33 	5.5e-09  	82900.33986 	466.826 mV             	3.18282 mA      	632.709 mV        	2.68822 mA   
751 	5.5e-09  	82871.92698 	466.826 mV             	3.18282 mA      	632.722 mV        	2.68818 mA   
556 	5.5e-09  	82929.32511 	466.826 mV             	3.18282 mA      	632.696 mV        	2.68827 mA   
1240 	5.5e-09  	82922.47915 	466.826 mV             	3.18282 mA      	632.699 mV        	2.68826 mA   
164 	5.5e-09  	82986.75409 	466.826 mV             	3.18282 mA      	632.67 mV        	2.68837 mA   
1242 	5.5e-09  	82989.21389 	466.826 mV             	3.18282 mA      	632.669 mV        	2.68837 mA   
1548 	5.5e-09  	83006.76614 	466.826 mV             	3.18282 mA      	632.661 mV        	2.6884 mA   
1618 	5.5e-09  	82880.80756 	466.826 mV             	3.18282 mA      	632.718 mV        	2.68819 mA   
1783 	5.5e-09  	83012.66218 	466.826 mV             	3.18282 mA      	632.659 mV        	2.68841 mA   
686 	5.5e-09  	82971.87464 	466.826 mV             	3.18282 mA      	632.677 mV        	2.68834 mA   
1431 	5.5e-09  	83005.6893 	466.826 mV             	3.18282 mA      	632.662 mV        	2.6884 mA   
27 	5.5e-09  	83015.39728 	466.826 mV             	3.18282 mA      	632.657 mV        	2.68842 mA   
754 	5.5e-09  	83083.81398 	466.826 mV             	3.18282 mA      	632.627 mV        	2.68853 mA   
1353 	5.5e-09  	83065.59821 	466.826 mV             	3.18282 mA      	632.635 mV        	2.6885 mA   
625 	5.5e-09  	83050.2936 	466.826 mV             	3.18282 mA      	632.642 mV        	2.68848 mA   
1129 	5.5e-09  	83022.26542 	466.826 mV             	3.18282 mA      	632.654 mV        	2.68843 mA   
1660 	5.5e-09  	83100.64758 	466.826 mV             	3.18282 mA      	632.619 mV        	2.68856 mA   
166 	5.5e-09  	83098.52608 	466.826 mV             	3.18282 mA      	632.62 mV        	2.68856 mA   
623 	5.5e-09  	83118.15345 	466.826 mV             	3.18282 mA      	632.611 mV        	2.68859 mA   
36 	5.5e-09  	83149.16999 	466.826 mV             	3.18282 mA      	632.597 mV        	2.68865 mA   
1765 	5.5e-09  	83048.63629 	466.826 mV             	3.18282 mA      	632.642 mV        	2.68847 mA   
540 	5.5e-09  	83096.94507 	466.826 mV             	3.18282 mA      	632.621 mV        	2.68856 mA   
757 	5.5e-09  	83164.17859 	466.826 mV             	3.18282 mA      	632.59 mV        	2.68867 mA   
1245 	5.5e-09  	83192.2876 	466.826 mV             	3.18282 mA      	632.578 mV        	2.68872 mA   
1258 	5.5e-09  	83194.09872 	466.826 mV             	3.18282 mA      	632.577 mV        	2.68872 mA   
1319 	5.5e-09  	83256.76205 	466.826 mV             	3.18282 mA      	632.549 mV        	2.68883 mA   
141 	5.5e-09  	83246.28066 	466.826 mV             	3.18282 mA      	632.553 mV        	2.68881 mA   
1682 	5.5e-09  	83204.10551 	466.826 mV             	3.18282 mA      	632.572 mV        	2.68874 mA   
1685 	5.5e-09  	83200.57163 	466.826 mV             	3.18282 mA      	632.574 mV        	2.68873 mA   
311 	5.5e-09  	83260.7365 	466.826 mV             	3.18282 mA      	632.547 mV        	2.68883 mA   
1330 	5.5e-09  	83228.4927 	466.826 mV             	3.18282 mA      	632.561 mV        	2.68878 mA   
138 	5.5e-09  	83262.6458 	466.826 mV             	3.18282 mA      	632.546 mV        	2.68884 mA   
1261 	5.5e-09  	83264.34201 	466.826 mV             	3.18282 mA      	632.545 mV        	2.68884 mA   
510 	5.5e-09  	83306.66774 	466.826 mV             	3.18282 mA      	632.526 mV        	2.68891 mA   
1749 	5.5e-09  	83328.93515 	466.826 mV             	3.18282 mA      	632.516 mV        	2.68895 mA   
505 	5.5e-09  	83365.76396 	466.826 mV             	3.18282 mA      	632.5 mV        	2.68901 mA   
1055 	5.5e-09  	83368.77395 	466.826 mV             	3.18282 mA      	632.498 mV        	2.68902 mA   
1140 	5.5e-09  	83368.9591 	466.826 mV             	3.18282 mA      	632.498 mV        	2.68902 mA   
1812 	5.5e-09  	83321.79285 	466.826 mV             	3.18282 mA      	632.519 mV        	2.68894 mA   
1333 	5.5e-09  	83369.61369 	466.826 mV             	3.18282 mA      	632.498 mV        	2.68902 mA   
1002 	5.5e-09  	83442.79624 	466.826 mV             	3.18282 mA      	632.465 mV        	2.68914 mA   
620 	5.5e-09  	83445.17595 	466.826 mV             	3.18282 mA      	632.464 mV        	2.68914 mA   
645 	5.5e-09  	83446.50224 	466.826 mV             	3.18282 mA      	632.463 mV        	2.68915 mA   
432 	5.5e-09  	83457.80677 	466.826 mV             	3.18282 mA      	632.458 mV        	2.68917 mA   
1204 	5.5e-09  	83425.22333 	466.826 mV             	3.18282 mA      	632.473 mV        	2.68911 mA   
1247 	5.5e-09  	83430.20074 	466.826 mV             	3.18282 mA      	632.471 mV        	2.68912 mA   
531 	5.5e-09  	83474.63957 	466.826 mV             	3.18282 mA      	632.451 mV        	2.68919 mA   
663 	5.5e-09  	83476.23417 	466.826 mV             	3.18282 mA      	632.45 mV        	2.6892 mA   
462 	5.5e-09  	83506.45479 	466.826 mV             	3.18282 mA      	632.436 mV        	2.68925 mA   
1005 	5.5e-09  	83473.48618 	466.826 mV             	3.18282 mA      	632.451 mV        	2.68919 mA   
91 	5.5e-09  	83541.5302 	466.826 mV             	3.18282 mA      	632.421 mV        	2.68931 mA   
1328 	5.5e-09  	83521.22406 	466.826 mV             	3.18282 mA      	632.43 mV        	2.68927 mA   
1280 	5.5e-09  	83585.0957 	466.826 mV             	3.18282 mA      	632.401 mV        	2.68938 mA   
460 	5.5e-09  	83569.40276 	466.826 mV             	3.18282 mA      	632.408 mV        	2.68935 mA   
352 	5.5e-09  	83591.68191 	466.826 mV             	3.18282 mA      	632.398 mV        	2.68939 mA   
77 	5.5e-09  	83611.85316 	466.826 mV             	3.18282 mA      	632.389 mV        	2.68943 mA   
1933 	5.5e-09  	83621.1777 	466.826 mV             	3.18282 mA      	632.385 mV        	2.68944 mA   
1201 	5.5e-09  	83730.40509 	466.826 mV             	3.18282 mA      	632.336 mV        	2.68962 mA   
1438 	5.5e-09  	83759.22694 	466.826 mV             	3.18282 mA      	632.323 mV        	2.68967 mA   
120 	5.5e-09  	83998.11909 	466.826 mV             	3.18282 mA      	632.217 mV        	2.69007 mA   
72 	5.5e-09  	83907.22865 	466.826 mV             	3.18282 mA      	632.257 mV        	2.68992 mA   
307 	5.5e-09  	83990.29564 	466.826 mV             	3.18282 mA      	632.22 mV        	2.69006 mA   
799 	5.5e-09  	83663.82758 	466.826 mV             	3.18282 mA      	632.366 mV        	2.68951 mA   
1735 	5.5e-09  	84022.85373 	466.826 mV             	3.18282 mA      	632.206 mV        	2.69011 mA   
323 	5.5e-09  	84003.73582 	466.826 mV             	3.18282 mA      	632.214 mV        	2.69008 mA   
230 	5.5e-09  	83642.50883 	466.826 mV             	3.18282 mA      	632.375 mV        	2.68948 mA   
538 	5.5e-09  	83636.16142 	466.826 mV             	3.18282 mA      	632.378 mV        	2.68947 mA   
457 	5.5e-09  	83730.98013 	466.826 mV             	3.18282 mA      	632.336 mV        	2.68963 mA   
1019 	5.5e-09  	83780.52944 	466.826 mV             	3.18282 mA      	632.314 mV        	2.68971 mA   
74 	5.5e-09  	83740.35359 	466.826 mV             	3.18282 mA      	632.332 mV        	2.68964 mA   
827 	5.5e-09  	83860.28106 	466.826 mV             	3.18282 mA      	632.278 mV        	2.68984 mA   
1363 	5.5e-09  	83788.71651 	466.826 mV             	3.18282 mA      	632.31 mV        	2.68972 mA   
706 	5.5e-09  	83766.83742 	466.826 mV             	3.18282 mA      	632.32 mV        	2.68969 mA   
1083 	5.5e-09  	83707.20531 	466.826 mV             	3.18282 mA      	632.347 mV        	2.68959 mA   
1433 	5.5e-09  	83715.19229 	466.826 mV             	3.18282 mA      	632.343 mV        	2.6896 mA   
1 	5.5e-09  	83735.93427 	466.826 mV             	3.18282 mA      	632.334 mV        	2.68963 mA   
1598 	5.5e-09  	83788.32601 	466.826 mV             	3.18282 mA      	632.31 mV        	2.68972 mA   
1035 	5.5e-09  	83696.16248 	466.826 mV             	3.18282 mA      	632.351 mV        	2.68957 mA   
709 	5.5e-09  	84079.76472 	466.826 mV             	3.18282 mA      	632.18 mV        	2.69021 mA   
1930 	5.5e-09  	83712.71078 	466.826 mV             	3.18282 mA      	632.344 mV        	2.68959 mA   
1372 	5.5e-09  	84031.92288 	466.826 mV             	3.18282 mA      	632.202 mV        	2.69013 mA   
1878 	5.5e-09  	84086.90176 	466.826 mV             	3.18282 mA      	632.177 mV        	2.69022 mA   
371 	5.5e-09  	83874.65984 	466.826 mV             	3.18282 mA      	632.272 mV        	2.68987 mA   
704 	5.5e-09  	83649.36919 	466.826 mV             	3.18282 mA      	632.372 mV        	2.68949 mA   
687 	5.5e-09  	83840.41704 	466.826 mV             	3.18282 mA      	632.287 mV        	2.68981 mA   
225 	5.5e-09  	83651.95395 	466.826 mV             	3.18282 mA      	632.371 mV        	2.68949 mA   
1369 	5.5e-09  	83823.35434 	466.826 mV             	3.18282 mA      	632.295 mV        	2.68978 mA   
884 	5.5e-09  	83863.19217 	466.826 mV             	3.18282 mA      	632.277 mV        	2.68985 mA   
1874 	5.5e-09  	83895.69537 	466.826 mV             	3.18282 mA      	632.262 mV        	2.6899 mA   
1374 	5.5e-09  	83989.68785 	466.826 mV             	3.18282 mA      	632.22 mV        	2.69006 mA   
836 	5.5e-09  	84105.85092 	466.826 mV             	3.18282 mA      	632.169 mV        	2.69025 mA   
1206 	5.5e-09  	84068.97611 	466.826 mV             	3.18282 mA      	632.185 mV        	2.69019 mA   
268 	5.5e-09  	84020.20153 	466.826 mV             	3.18282 mA      	632.207 mV        	2.69011 mA   
1976 	5.5e-09  	84150.08889 	466.826 mV             	3.18282 mA      	632.149 mV        	2.69033 mA   
1048 	5.5e-09  	83979.59338 	466.826 mV             	3.18282 mA      	632.225 mV        	2.69004 mA   
1315 	5.5e-09  	83953.17153 	466.826 mV             	3.18282 mA      	632.237 mV        	2.69 mA   
1667 	5.5e-09  	84067.74135 	466.826 mV             	3.18282 mA      	632.186 mV        	2.69019 mA   
1455 	5.5e-09  	84161.83599 	466.826 mV             	3.18282 mA      	632.144 mV        	2.69035 mA   
1883 	5.5e-09  	83921.22749 	466.826 mV             	3.18282 mA      	632.251 mV        	2.68994 mA   
271 	5.5e-09  	83908.98574 	466.826 mV             	3.18282 mA      	632.256 mV        	2.68992 mA   
1272 	5.5e-09  	84178.48726 	466.826 mV             	3.18282 mA      	632.136 mV        	2.69037 mA   
838 	5.5e-09  	84199.05776 	466.826 mV             	3.18282 mA      	632.127 mV        	2.69041 mA   
1593 	5.5e-09  	83945.55158 	466.826 mV             	3.18282 mA      	632.24 mV        	2.68998 mA   
833 	5.5e-09  	83992.82129 	466.826 mV             	3.18282 mA      	632.219 mV        	2.69006 mA   
772 	5.5e-09  	84245.74419 	466.826 mV             	3.18282 mA      	632.107 mV        	2.69049 mA   
1153 	5.5e-09  	84224.11579 	466.826 mV             	3.18282 mA      	632.116 mV        	2.69045 mA   
416 	5.5e-09  	84222.51514 	466.826 mV             	3.18282 mA      	632.117 mV        	2.69045 mA   
1912 	5.5e-09  	84284.58031 	466.826 mV             	3.18282 mA      	632.089 mV        	2.69055 mA   
1981 	5.5e-09  	84271.87698 	466.826 mV             	3.18282 mA      	632.095 mV        	2.69053 mA   
697 	5.5e-09  	84290.03179 	466.826 mV             	3.18282 mA      	632.087 mV        	2.69056 mA   
1876 	5.5e-09  	84367.60237 	466.826 mV             	3.18282 mA      	632.052 mV        	2.69069 mA   
941 	5.5e-09  	84317.26436 	466.826 mV             	3.18282 mA      	632.075 mV        	2.6906 mA   
1596 	5.5e-09  	84352.5722 	466.826 mV             	3.18282 mA      	632.059 mV        	2.69066 mA   
1743 	5.5e-09  	84380.27173 	466.826 mV             	3.18282 mA      	632.047 mV        	2.69071 mA   
1522 	5.5e-09  	84306.40932 	466.826 mV             	3.18282 mA      	632.08 mV        	2.69059 mA   
1525 	5.5e-09  	84352.70244 	466.826 mV             	3.18282 mA      	632.059 mV        	2.69066 mA   
1518 	5.5e-09  	84405.29163 	466.826 mV             	3.18282 mA      	632.036 mV        	2.69075 mA   
792 	5.5e-09  	84401.54402 	466.826 mV             	3.18282 mA      	632.037 mV        	2.69074 mA   
1892 	5.5e-09  	84371.94704 	466.826 mV             	3.18282 mA      	632.051 mV        	2.69069 mA   
1158 	5.5e-09  	84368.54876 	466.826 mV             	3.18282 mA      	632.052 mV        	2.69069 mA   
421 	5.5e-09  	84434.99706 	466.826 mV             	3.18282 mA      	632.023 mV        	2.6908 mA   
1600 	5.5e-09  	84346.31187 	466.826 mV             	3.18282 mA      	632.062 mV        	2.69065 mA   
398 	5.5e-09  	84481.15535 	466.826 mV             	3.18282 mA      	632.002 mV        	2.69088 mA   
463 	5.5e-09  	84503.61804 	466.826 mV             	3.18282 mA      	631.992 mV        	2.69091 mA   
250 	5.5e-09  	84498.43005 	466.826 mV             	3.18282 mA      	631.995 mV        	2.6909 mA   
1226 	5.5e-09  	84441.36536 	466.826 mV             	3.18282 mA      	632.02 mV        	2.69081 mA   
1388 	5.5e-09  	84540.71827 	466.826 mV             	3.18282 mA      	631.976 mV        	2.69097 mA   
405 	5.5e-09  	84519.64039 	466.826 mV             	3.18282 mA      	631.985 mV        	2.69094 mA   
1978 	5.5e-09  	84579.85994 	466.826 mV             	3.18282 mA      	631.959 mV        	2.69104 mA   
599 	5.5e-09  	84613.57282 	466.826 mV             	3.18282 mA      	631.944 mV        	2.6911 mA   
897 	5.5e-09  	84629.61475 	466.826 mV             	3.18282 mA      	631.937 mV        	2.69112 mA   
402 	5.5e-09  	84646.17083 	466.826 mV             	3.18282 mA      	631.929 mV        	2.69115 mA   
1507 	5.5e-09  	84648.17311 	466.826 mV             	3.18282 mA      	631.928 mV        	2.69115 mA   
902 	5.5e-09  	84653.04505 	466.826 mV             	3.18282 mA      	631.926 mV        	2.69116 mA   
763 	5.5e-09  	84631.2151 	466.826 mV             	3.18282 mA      	631.936 mV        	2.69112 mA   
960 	5.5e-09  	84661.03303 	466.826 mV             	3.18282 mA      	631.923 mV        	2.69117 mA   
1899 	5.5e-09  	84672.75528 	466.826 mV             	3.18282 mA      	631.918 mV        	2.69119 mA   
743 	5.5e-09  	84727.53466 	466.826 mV             	3.18282 mA      	631.893 mV        	2.69128 mA   
925 	5.5e-09  	84717.35017 	466.826 mV             	3.18282 mA      	631.898 mV        	2.69127 mA   
15 	5.5e-09  	84735.69584 	466.826 mV             	3.18282 mA      	631.89 mV        	2.6913 mA   
1496 	5.5e-09  	84718.39919 	466.826 mV             	3.18282 mA      	631.897 mV        	2.69127 mA   
852 	5.5e-09  	84748.98978 	466.826 mV             	3.18282 mA      	631.884 mV        	2.69132 mA   
810 	5.5e-09  	84778.92961 	466.826 mV             	3.18282 mA      	631.871 mV        	2.69137 mA   
1671 	5.5e-09  	84781.24935 	466.826 mV             	3.18282 mA      	631.87 mV        	2.69137 mA   
418 	5.5e-09  	84794.33658 	466.826 mV             	3.18282 mA      	631.864 mV        	2.69139 mA   
289 	5.5e-09  	84791.02036 	466.826 mV             	3.18282 mA      	631.865 mV        	2.69139 mA   
1888 	5.5e-09  	84797.78636 	466.826 mV             	3.18282 mA      	631.862 mV        	2.6914 mA   
964 	5.5e-09  	84818.80453 	466.826 mV             	3.18282 mA      	631.853 mV        	2.69143 mA   
1849 	5.5e-09  	84905.07476 	466.826 mV             	3.18282 mA      	631.815 mV        	2.69158 mA   
485 	5.5e-09  	84876.06375 	466.826 mV             	3.18282 mA      	631.828 mV        	2.69153 mA   
1965 	5.5e-09  	84903.19103 	466.826 mV             	3.18282 mA      	631.816 mV        	2.69157 mA   
727 	5.5e-09  	84878.90805 	466.826 mV             	3.18282 mA      	631.827 mV        	2.69153 mA   
1650 	5.5e-09  	85006.25011 	466.826 mV             	3.18282 mA      	631.771 mV        	2.69174 mA   
1178 	5.5e-09  	84968.21946 	466.826 mV             	3.18282 mA      	631.787 mV        	2.69168 mA   
1500 	5.5e-09  	84958.21769 	466.826 mV             	3.18282 mA      	631.792 mV        	2.69166 mA   
813 	5.5e-09  	85011.80512 	466.826 mV             	3.18282 mA      	631.768 mV        	2.69175 mA   
293 	5.5e-09  	85049.35716 	466.826 mV             	3.18282 mA      	631.752 mV        	2.69181 mA   
582 	5.5e-09  	85034.36924 	466.826 mV             	3.18282 mA      	631.758 mV        	2.69179 mA   
1185 	5.5e-09  	85022.38369 	466.826 mV             	3.18282 mA      	631.764 mV        	2.69177 mA   
1379 	5.5e-09  	85074.75892 	466.826 mV             	3.18282 mA      	631.741 mV        	2.69186 mA   
1308 	5.5e-09  	85100.98466 	466.826 mV             	3.18282 mA      	631.729 mV        	2.6919 mA   
1853 	5.5e-09  	85102.23884 	466.826 mV             	3.18282 mA      	631.729 mV        	2.6919 mA   
254 	5.5e-09  	85069.80705 	466.826 mV             	3.18282 mA      	631.743 mV        	2.69185 mA   
722 	5.5e-09  	85067.81474 	466.826 mV             	3.18282 mA      	631.744 mV        	2.69184 mA   
499 	5.5e-09  	85126.52178 	466.826 mV             	3.18282 mA      	631.718 mV        	2.69194 mA   
106 	5.5e-09  	85127.78207 	466.826 mV             	3.18282 mA      	631.717 mV        	2.69194 mA   
8 	5.5e-09  	85133.0327 	466.826 mV             	3.18282 mA      	631.715 mV        	2.69195 mA   
1077 	5.5e-09  	85151.87134 	466.826 mV             	3.18282 mA      	631.707 mV        	2.69198 mA   
1514 	5.5e-09  	84804.52695 	466.826 mV             	3.18282 mA      	631.859 mV        	2.69141 mA   
1014 	5.5e-09  	85155.38323 	466.826 mV             	3.18282 mA      	631.705 mV        	2.69199 mA   
492 	5.5e-09  	85166.69894 	466.826 mV             	3.18282 mA      	631.7 mV        	2.69201 mA   
88 	5.5e-09  	85214.01896 	466.826 mV             	3.18282 mA      	631.68 mV        	2.69209 mA   
966 	5.5e-09  	85430.07814 	466.826 mV             	3.18282 mA      	631.585 mV        	2.69244 mA   
843 	5.5e-09  	85600.22108 	466.826 mV             	3.18282 mA      	631.511 mV        	2.69272 mA   
1265 	5.5e-09  	85562.29406 	466.826 mV             	3.18282 mA      	631.527 mV        	2.69266 mA   
1413 	5.5e-09  	85509.96586 	466.826 mV             	3.18282 mA      	631.55 mV        	2.69257 mA   
1073 	5.5e-09  	85567.01774 	466.826 mV             	3.18282 mA      	631.525 mV        	2.69266 mA   
745 	5.5e-09  	85449.88875 	466.826 mV             	3.18282 mA      	631.576 mV        	2.69247 mA   
380 	5.5e-09  	85382.27969 	466.826 mV             	3.18282 mA      	631.606 mV        	2.69236 mA   
330 	5.5e-09  	85605.68668 	466.826 mV             	3.18282 mA      	631.508 mV        	2.69273 mA   
575 	5.5e-09  	85345.06405 	466.826 mV             	3.18282 mA      	631.622 mV        	2.6923 mA   
1486 	5.5e-09  	85539.55747 	466.826 mV             	3.18282 mA      	631.537 mV        	2.69262 mA   
1502 	5.5e-09  	85383.07495 	466.826 mV             	3.18282 mA      	631.606 mV        	2.69236 mA   
355 	5.5e-09  	85324.86522 	466.826 mV             	3.18282 mA      	631.631 mV        	2.69227 mA   
1942 	5.5e-09  	85176.24407 	466.826 mV             	3.18282 mA      	631.696 mV        	2.69202 mA   
578 	5.5e-09  	85356.45606 	466.826 mV             	3.18282 mA      	631.617 mV        	2.69232 mA   
1751 	5.5e-09  	85505.19541 	466.826 mV             	3.18282 mA      	631.552 mV        	2.69256 mA   
855 	5.5e-09  	85439.96114 	466.826 mV             	3.18282 mA      	631.581 mV        	2.69246 mA   
1010 	5.5e-09  	85645.96522 	466.826 mV             	3.18282 mA      	631.491 mV        	2.69279 mA   
808 	5.5e-09  	85555.67795 	466.826 mV             	3.18282 mA      	631.53 mV        	2.69264 mA   
200 	5.5e-09  	85654.97741 	466.826 mV             	3.18282 mA      	631.487 mV        	2.69281 mA   
1552 	5.5e-09  	85298.83563 	466.826 mV             	3.18282 mA      	631.642 mV        	2.69222 mA   
303 	5.5e-09  	85425.95153 	466.826 mV             	3.18282 mA      	631.587 mV        	2.69243 mA   
1301 	5.5e-09  	85380.19553 	466.826 mV             	3.18282 mA      	631.607 mV        	2.69236 mA   
1835 	5.5e-09  	85675.9934 	466.826 mV             	3.18282 mA      	631.478 mV        	2.69284 mA   
204 	5.5e-09  	85226.42959 	466.826 mV             	3.18282 mA      	631.674 mV        	2.69211 mA   
921 	5.5e-09  	85252.96256 	466.826 mV             	3.18282 mA      	631.662 mV        	2.69215 mA   
376 	5.5e-09  	85667.32949 	466.826 mV             	3.18282 mA      	631.481 mV        	2.69283 mA   
1673 	5.5e-09  	85684.9984 	466.826 mV             	3.18282 mA      	631.474 mV        	2.69286 mA   
870 	5.5e-09  	85687.4111 	466.826 mV             	3.18282 mA      	631.473 mV        	2.69286 mA   
1481 	5.5e-09  	85693.60648 	466.826 mV             	3.18282 mA      	631.47 mV        	2.69287 mA   
576 	5.5e-09  	85691.60141 	466.826 mV             	3.18282 mA      	631.471 mV        	2.69287 mA   
1561 	5.5e-09  	85711.41686 	466.826 mV             	3.18282 mA      	631.462 mV        	2.6929 mA   
399 	5.5e-09  	85741.5858 	466.826 mV             	3.18282 mA      	631.449 mV        	2.69295 mA   
145 	5.5e-09  	85776.21114 	466.826 mV             	3.18282 mA      	631.434 mV        	2.693 mA   
987 	5.5e-09  	85748.35457 	466.826 mV             	3.18282 mA      	631.446 mV        	2.69296 mA   
1118 	5.5e-09  	85761.41165 	466.826 mV             	3.18282 mA      	631.441 mV        	2.69298 mA   
258 	5.5e-09  	85790.75713 	466.826 mV             	3.18282 mA      	631.428 mV        	2.69303 mA   
304 	5.5e-09  	85782.29166 	466.826 mV             	3.18282 mA      	631.431 mV        	2.69301 mA   
1423 	5.5e-09  	85806.57424 	466.826 mV             	3.18282 mA      	631.421 mV        	2.69305 mA   
1607 	5.5e-09  	85290.08917 	466.826 mV             	3.18282 mA      	631.646 mV        	2.69221 mA   
478 	5.5e-09  	85833.44338 	466.826 mV             	3.18282 mA      	631.409 mV        	2.6931 mA   
