num 	tox 	h0 	age_value 
55 	5.5e-09 	88423.12012 	4.694037e-03 	
1649 	5.5e-09 	88439.64465 	4.693160e-03 	
725 	5.5e-09 	88359.12094 	4.697437e-03 	
374 	5.5e-09 	88449.39963 	4.692642e-03 	
467 	5.5e-09 	88369.76438 	4.696871e-03 	
1720 	5.5e-09 	88443.97313 	4.692930e-03 	
132 	5.5e-09 	88519.08746 	4.688948e-03 	
1175 	5.5e-09 	88502.10441 	4.689847e-03 	
1923 	5.5e-09 	88538.55327 	4.687917e-03 	
1186 	5.5e-09 	88494.66063 	4.690242e-03 	
401 	5.5e-09 	88599.3112 	4.684702e-03 	
167 	5.5e-09 	88610.24785 	4.684124e-03 	
1653 	5.5e-09 	88630.88709 	4.683033e-03 	
1149 	5.5e-09 	88636.06609 	4.682759e-03 	
1503 	5.5e-09 	88623.31768 	4.683433e-03 	
1580 	5.5e-09 	88648.92867 	4.682080e-03 	
1460 	5.5e-09 	88634.07893 	4.682864e-03 	
1168 	5.5e-09 	88651.87058 	4.681925e-03 	
191 	5.5e-09 	88659.2686 	4.681534e-03 	
1384 	5.5e-09 	88666.76185 	4.681138e-03 	
1517 	5.5e-09 	88693.14259 	4.679746e-03 	
721 	5.5e-09 	88697.04072 	4.679540e-03 	
1284 	5.5e-09 	88725.49575 	4.678039e-03 	
103 	5.5e-09 	88805.5559 	4.673822e-03 	
1154 	5.5e-09 	88729.1245 	4.677848e-03 	
285 	5.5e-09 	88853.82648 	4.671283e-03 	
109 	5.5e-09 	88839.12799 	4.672056e-03 	
648 	5.5e-09 	88876.54619 	4.670089e-03 	
1482 	5.5e-09 	88899.60942 	4.668877e-03 	
279 	5.5e-09 	88945.8573 	4.666450e-03 	
1316 	5.5e-09 	88958.60458 	4.665781e-03 	
1298 	5.5e-09 	88933.17449 	4.667115e-03 	
824 	5.5e-09 	88888.72703 	4.669449e-03 	
333 	5.5e-09 	88907.19513 	4.668479e-03 	
1576 	5.5e-09 	88922.83643 	4.667658e-03 	
828 	5.5e-09 	88968.40292 	4.665267e-03 	
1051 	5.5e-09 	88995.33738 	4.663855e-03 	
1339 	5.5e-09 	89012.99253 	4.662930e-03 	
1944 	5.5e-09 	89002.30076 	4.663490e-03 	
652 	5.5e-09 	89001.94288 	4.663509e-03 	
1113 	5.5e-09 	89052.33977 	4.660870e-03 	
1562 	5.5e-09 	89059.54373 	4.660493e-03 	
1312 	5.5e-09 	89065.03898 	4.660205e-03 	
267 	5.5e-09 	89075.61878 	4.659652e-03 	
1172 	5.5e-09 	89098.19249 	4.658471e-03 	
796 	5.5e-09 	89103.69287 	4.658184e-03 	
135 	5.5e-09 	89099.10436 	4.658424e-03 	
789 	5.5e-09 	89109.22816 	4.657894e-03 	
634 	5.5e-09 	89111.09645 	4.657797e-03 	
1302 	5.5e-09 	89126.13523 	4.657011e-03 	
803 	5.5e-09 	89114.787 	4.657604e-03 	
249 	5.5e-09 	89141.16489 	4.656226e-03 	
1902 	5.5e-09 	89181.75209 	4.654106e-03 	
786 	5.5e-09 	89193.74291 	4.653481e-03 	
554 	5.5e-09 	89171.64378 	4.654634e-03 	
1508 	5.5e-09 	89202.54942 	4.653021e-03 	
1699 	5.5e-09 	89224.49696 	4.651877e-03 	
1948 	5.5e-09 	89237.21993 	4.651214e-03 	
865 	5.5e-09 	89219.47237 	4.652139e-03 	
473 	5.5e-09 	89263.06601 	4.649867e-03 	
926 	5.5e-09 	89269.17577 	4.649549e-03 	
477 	5.5e-09 	89144.90935 	4.656030e-03 	
1485 	5.5e-09 	89274.32635 	4.649280e-03 	
1985 	5.5e-09 	89288.69379 	4.648532e-03 	
262 	5.5e-09 	89319.14186 	4.646948e-03 	
1146 	5.5e-09 	89271.91353 	4.649406e-03 	
1989 	5.5e-09 	89332.09345 	4.646274e-03 	
1839 	5.5e-09 	89372.37875 	4.644180e-03 	
160 	5.5e-09 	89336.53402 	4.646043e-03 	
1804 	5.5e-09 	89375.76893 	4.644003e-03 	
308 	5.5e-09 	89337.65334 	4.645985e-03 	
1537 	5.5e-09 	89376.70053 	4.643955e-03 	
1382 	5.5e-09 	89398.53537 	4.642821e-03 	
408 	5.5e-09 	89484.27894 	4.638372e-03 	
1909 	5.5e-09 	89493.42347 	4.637898e-03 	
1566 	5.5e-09 	89435.71952 	4.640890e-03 	
771 	5.5e-09 	89517.44421 	4.636654e-03 	
1377 	5.5e-09 	89523.50432 	4.636340e-03 	
1542 	5.5e-09 	89542.64576 	4.635349e-03 	
760 	5.5e-09 	89536.23602 	4.635680e-03 	
963 	5.5e-09 	89550.07296 	4.634964e-03 	
1031 	5.5e-09 	89578.0356 	4.633517e-03 	
406 	5.5e-09 	89586.889 	4.633059e-03 	
1013 	5.5e-09 	89605.95257 	4.632074e-03 	
1103 	5.5e-09 	89610.91989 	4.631817e-03 	
351 	5.5e-09 	89566.51404 	4.634113e-03 	
1499 	5.5e-09 	89612.75164 	4.631722e-03 	
847 	5.5e-09 	89617.00141 	4.631503e-03 	
1441 	5.5e-09 	89623.39159 	4.631172e-03 	
696 	5.5e-09 	89630.2383 	4.630819e-03 	
1414 	5.5e-09 	89633.55914 	4.630647e-03 	
869 	5.5e-09 	89636.80924 	4.630479e-03 	
1663 	5.5e-09 	89649.35853 	4.629831e-03 	
1207 	5.5e-09 	89632.51185 	4.630701e-03 	
1535 	5.5e-09 	89698.9732 	4.627270e-03 	
1024 	5.5e-09 	89721.23412 	4.626122e-03 	
1856 	5.5e-09 	89720.70332 	4.626149e-03 	
953 	5.5e-09 	89673.54726 	4.628582e-03 	
99 	5.5e-09 	89734.40346 	4.625443e-03 	
1999 	5.5e-09 	89783.97509 	4.622889e-03 	
778 	5.5e-09 	89795.96182 	4.622272e-03 	
1601 	5.5e-09 	89800.93586 	4.622016e-03 	
500 	5.5e-09 	89802.84029 	4.621918e-03 	
344 	5.5e-09 	89891.04302 	4.617383e-03 	
908 	5.5e-09 	89930.82562 	4.615340e-03 	
299 	5.5e-09 	89937.43017 	4.615001e-03 	
782 	5.5e-09 	89980.43172 	4.612796e-03 	
388 	5.5e-09 	90002.60898 	4.611659e-03 	
415 	5.5e-09 	90017.31111 	4.610906e-03 	
596 	5.5e-09 	90020.16255 	4.610760e-03 	
257 	5.5e-09 	90021.09887 	4.610712e-03 	
1955 	5.5e-09 	90055.14481 	4.608969e-03 	
1293 	5.5e-09 	90039.88107 	4.609750e-03 	
1405 	5.5e-09 	90064.50735 	4.608490e-03 	
958 	5.5e-09 	90091.14189 	4.607127e-03 	
1906 	5.5e-09 	90087.71201 	4.607303e-03 	
434 	5.5e-09 	90079.19905 	4.607738e-03 	
1822 	5.5e-09 	90112.87577 	4.606016e-03 	
438 	5.5e-09 	90093.84053 	4.606989e-03 	
1709 	5.5e-09 	90178.03212 	4.602688e-03 	
1688 	5.5e-09 	90260.89016 	4.598463e-03 	
1920 	5.5e-09 	90144.41912 	4.604405e-03 	
1290 	5.5e-09 	90145.57072 	4.604346e-03 	
1723 	5.5e-09 	90273.54543 	4.597818e-03 	
50 	5.5e-09 	90267.93646 	4.598104e-03 	
222 	5.5e-09 	90294.47858 	4.596753e-03 	
1446 	5.5e-09 	90125.4586 	4.605373e-03 	
947 	5.5e-09 	90302.23377 	4.596358e-03 	
443 	5.5e-09 	90320.22553 	4.595442e-03 	
146 	5.5e-09 	90414.49202 	4.590651e-03 	
384 	5.5e-09 	90403.00518 	4.591234e-03 	
1401 	5.5e-09 	90390.19459 	4.591885e-03 	
894 	5.5e-09 	90414.6163 	4.590645e-03 	
889 	5.5e-09 	90433.07186 	4.589708e-03 	
23 	5.5e-09 	90443.74077 	4.589166e-03 	
1642 	5.5e-09 	90447.4784 	4.588977e-03 	
114 	5.5e-09 	90499.33206 	4.586347e-03 	
1706 	5.5e-09 	90501.42599 	4.586241e-03 	
1528 	5.5e-09 	90525.32968 	4.585030e-03 	
1645 	5.5e-09 	90538.36005 	4.584370e-03 	
609 	5.5e-09 	90618.0126 	4.580341e-03 	
1674 	5.5e-09 	90622.81593 	4.580098e-03 	
365 	5.5e-09 	90531.86734 	4.584699e-03 	
156 	5.5e-09 	90624.2428 	4.580026e-03 	
117 	5.5e-09 	90670.01814 	4.577714e-03 	
1056 	5.5e-09 	90632.75258 	4.579596e-03 	
1143 	5.5e-09 	90759.41249 	4.573205e-03 	
1815 	5.5e-09 	90755.29249 	4.573412e-03 	
1125 	5.5e-09 	90766.41822 	4.572852e-03 	
967 	5.5e-09 	90778.56991 	4.572240e-03 	
1307 	5.5e-09 	90826.38075 	4.569833e-03 	
768 	5.5e-09 	90844.39653 	4.568927e-03 	
5 	5.5e-09 	90917.04296 	4.565276e-03 	
1164 	5.5e-09 	90928.23273 	4.564714e-03 	
1578 	5.5e-09 	90945.87773 	4.563828e-03 	
660 	5.5e-09 	90942.32337 	4.564007e-03 	
522 	5.5e-09 	90970.65376 	4.562585e-03 	
992 	5.5e-09 	90944.09107 	4.563918e-03 	
544 	5.5e-09 	91053.62565 	4.558428e-03 	
683 	5.5e-09 	90863.97035 	4.567942e-03 	
853 	5.5e-09 	91124.01426 	4.554907e-03 	
217 	5.5e-09 	90713.69072 	4.575510e-03 	
978 	5.5e-09 	90664.9601 	4.577969e-03 	
1184 	5.5e-09 	90739.06957 	4.574230e-03 	
1428 	5.5e-09 	90685.98565 	4.576908e-03 	
1817 	5.5e-09 	90726.64743 	4.574856e-03 	
1100 	5.5e-09 	90960.44391 	4.563097e-03 	
47 	5.5e-09 	91142.65842 	4.553975e-03 	
310 	5.5e-09 	91135.35013 	4.554340e-03 	
25 	5.5e-09 	90935.10806 	4.564369e-03 	
394 	5.5e-09 	91188.78572 	4.551671e-03 	
30 	5.5e-09 	91060.30671 	4.558093e-03 	
163 	5.5e-09 	91231.51173 	4.549540e-03 	
89 	5.5e-09 	91239.96036 	4.549118e-03 	
181 	5.5e-09 	91244.38914 	4.548897e-03 	
362 	5.5e-09 	91259.23612 	4.548157e-03 	
981 	5.5e-09 	91273.01335 	4.547471e-03 	
701 	5.5e-09 	91285.12117 	4.546868e-03 	
731 	5.5e-09 	91301.45106 	4.546054e-03 	
534 	5.5e-09 	91301.57133 	4.546049e-03 	
1230 	5.5e-09 	91309.0077 	4.545678e-03 	
1042 	5.5e-09 	91330.85728 	4.544591e-03 	
1604 	5.5e-09 	91310.90563 	4.545584e-03 	
1167 	5.5e-09 	91336.75688 	4.544297e-03 	
1734 	5.5e-09 	91341.13017 	4.544080e-03 	
1248 	5.5e-09 	91402.84259 	4.541012e-03 	
1964 	5.5e-09 	91393.48012 	4.541477e-03 	
1761 	5.5e-09 	91305.07723 	4.545874e-03 	
170 	5.5e-09 	91451.74209 	4.538584e-03 	
1444 	5.5e-09 	91451.22147 	4.538609e-03 	
536 	5.5e-09 	91427.53354 	4.539785e-03 	
1038 	5.5e-09 	91415.43032 	4.540386e-03 	
568 	5.5e-09 	91462.82359 	4.538034e-03 	
1836 	5.5e-09 	91508.62289 	4.535762e-03 	
1753 	5.5e-09 	91490.25951 	4.536673e-03 	
1276 	5.5e-09 	91518.22585 	4.535286e-03 	
848 	5.5e-09 	91538.10272 	4.534302e-03 	
1659 	5.5e-09 	91539.29884 	4.534242e-03 	
395 	5.5e-09 	91584.72002 	4.531994e-03 	
614 	5.5e-09 	91564.13711 	4.533012e-03 	
1794 	5.5e-09 	91649.74246 	4.528778e-03 	
1203 	5.5e-09 	91625.29845 	4.529987e-03 	
1182 	5.5e-09 	91648.07362 	4.528861e-03 	
973 	5.5e-09 	91682.19717 	4.527175e-03 	
481 	5.5e-09 	91691.52117 	4.526715e-03 	
775 	5.5e-09 	91732.93739 	4.524671e-03 	
1780 	5.5e-09 	91766.40634 	4.523021e-03 	
1961 	5.5e-09 	91713.08018 	4.525651e-03 	
1695 	5.5e-09 	91693.02145 	4.526641e-03 	
178 	5.5e-09 	91805.69003 	4.521085e-03 	
525 	5.5e-09 	91877.33754 	4.517560e-03 	
1729 	5.5e-09 	91823.2879 	4.520219e-03 	
830 	5.5e-09 	91815.77842 	4.520589e-03 	
1059 	5.5e-09 	91885.93766 	4.517137e-03 	
1304 	5.5e-09 	91913.2637 	4.515794e-03 	
12 	5.5e-09 	91877.88378 	4.517533e-03 	
1938 	5.5e-09 	91989.88773 	4.512033e-03 	
236 	5.5e-09 	91832.58015 	4.519762e-03 	
369 	5.5e-09 	91916.49164 	4.515635e-03 	
1887 	5.5e-09 	91993.91697 	4.511835e-03 	
349 	5.5e-09 	92047.6005 	4.509204e-03 	
1416 	5.5e-09 	92061.26615 	4.508534e-03 	
1714 	5.5e-09 	92079.327 	4.507650e-03 	
1139 	5.5e-09 	92063.23629 	4.508438e-03 	
1556 	5.5e-09 	92004.53778 	4.511314e-03 	
128 	5.5e-09 	92082.25791 	4.507506e-03 	
1844 	5.5e-09 	92031.84491 	4.509976e-03 	
1080 	5.5e-09 	92136.67438 	4.504844e-03 	
110 	5.5e-09 	92148.52551 	4.504265e-03 	
695 	5.5e-09 	92111.51808 	4.506075e-03 	
1786 	5.5e-09 	92102.65077 	4.506508e-03 	
956 	5.5e-09 	92151.41129 	4.504124e-03 	
1189 	5.5e-09 	92160.33086 	4.503688e-03 	
193 	5.5e-09 	92230.17107 	4.500278e-03 	
749 	5.5e-09 	92173.79626 	4.503030e-03 	
919 	5.5e-09 	92166.83067 	4.503370e-03 	
39 	5.5e-09 	92256.74967 	4.498981e-03 	
1145 	5.5e-09 	92271.55934 	4.498259e-03 	
1654 	5.5e-09 	92281.47383 	4.497776e-03 	
1861 	5.5e-09 	92289.54027 	4.497383e-03 	
1789 	5.5e-09 	92298.16502 	4.496962e-03 	
619 	5.5e-09 	92302.09287 	4.496771e-03 	
92 	5.5e-09 	92303.58997 	4.496698e-03 	
1668 	5.5e-09 	92330.0009 	4.495412e-03 	
275 	5.5e-09 	92444.47362 	4.489845e-03 	
1739 	5.5e-09 	92406.41436 	4.491694e-03 	
1283 	5.5e-09 	92456.4787 	4.489262e-03 	
516 	5.5e-09 	92342.94762 	4.494781e-03 	
282 	5.5e-09 	92344.52445 	4.494705e-03 	
1269 	5.5e-09 	92345.40474 	4.494662e-03 	
495 	5.5e-09 	92352.66925 	4.494308e-03 	
937 	5.5e-09 	92486.30047 	4.487815e-03 	
1903 	5.5e-09 	92390.50507 	4.492468e-03 	
1045 	5.5e-09 	92463.57295 	4.488918e-03 	
1470 	5.5e-09 	92504.31878 	4.486940e-03 	
726 	5.5e-09 	92469.56799 	4.488627e-03 	
934 	5.5e-09 	92527.10561 	4.485835e-03 	
1939 	5.5e-09 	92599.12363 	4.482347e-03 	
1872 	5.5e-09 	92608.62531 	4.481887e-03 	
637 	5.5e-09 	92619.96935 	4.481338e-03 	
430 	5.5e-09 	92623.80744 	4.481152e-03 	
1219 	5.5e-09 	92623.64353 	4.481160e-03 	
383 	5.5e-09 	92658.19909 	4.479489e-03 	
1435 	5.5e-09 	92616.94996 	4.481484e-03 	
1318 	5.5e-09 	92726.3424 	4.476197e-03 	
1897 	5.5e-09 	92708.07999 	4.477079e-03 	
571 	5.5e-09 	92663.36681 	4.479239e-03 	
1360 	5.5e-09 	92704.94205 	4.477230e-03 	
887 	5.5e-09 	92760.43199 	4.474552e-03 	
488 	5.5e-09 	92766.65054 	4.474252e-03 	
211 	5.5e-09 	92723.61559 	4.476329e-03 	
1895 	5.5e-09 	92661.93857 	4.479308e-03 	
474 	5.5e-09 	92782.34361 	4.473495e-03 	
51 	5.5e-09 	92907.55481 	4.467466e-03 	
1565 	5.5e-09 	92934.43679 	4.466174e-03 	
795 	5.5e-09 	92990.39948 	4.463486e-03 	
1983 	5.5e-09 	92957.59103 	4.465062e-03 	
1703 	5.5e-09 	93017.85567 	4.462169e-03 	
1986 	5.5e-09 	93040.99607 	4.461059e-03 	
851 	5.5e-09 	93082.6805 	4.459061e-03 	
912 	5.5e-09 	93133.51318 	4.456627e-03 	
1927 	5.5e-09 	93132.98206 	4.456653e-03 	
1297 	5.5e-09 	93211.00828 	4.452922e-03 	
740 	5.5e-09 	93133.57768 	4.456624e-03 	
962 	5.5e-09 	93168.56919 	4.454951e-03 	
804 	5.5e-09 	93234.20889 	4.451814e-03 	
425 	5.5e-09 	93241.75516 	4.451454e-03 	
1079 	5.5e-09 	93246.85742 	4.451210e-03 	
899 	5.5e-09 	93041.77057 	4.461022e-03 	
1357 	5.5e-09 	93153.81096 	4.455656e-03 	
137 	5.5e-09 	93312.3646 	4.448085e-03 	
1681 	5.5e-09 	93286.35145 	4.449326e-03 	
1340 	5.5e-09 	93251.40904 	4.450993e-03 	
1058 	5.5e-09 	93329.14936 	4.447285e-03 	
1150 	5.5e-09 	93347.33681 	4.446419e-03 	
207 	5.5e-09 	93378.83184 	4.444919e-03 	
1838 	5.5e-09 	93419.05771 	4.443005e-03 	
1136 	5.5e-09 	93456.29771 	4.441235e-03 	
453 	5.5e-09 	93461.64641 	4.440981e-03 	
1352 	5.5e-09 	93464.97225 	4.440823e-03 	
1803 	5.5e-09 	93507.96104 	4.438781e-03 	
1480 	5.5e-09 	93527.77999 	4.437841e-03 	
1006 	5.5e-09 	93544.73519 	4.437036e-03 	
1808 	5.5e-09 	93554.73215 	4.436562e-03 	
616 	5.5e-09 	93565.09942 	4.436070e-03 	
1493 	5.5e-09 	93568.42822 	4.435913e-03 	
142 	5.5e-09 	93589.64329 	4.434907e-03 	
1210 	5.5e-09 	93673.33202 	4.430945e-03 	
831 	5.5e-09 	93626.46434 	4.433163e-03 	
646 	5.5e-09 	93621.87589 	4.433380e-03 	
1686 	5.5e-09 	93689.48036 	4.430181e-03 	
300 	5.5e-09 	93688.72137 	4.430217e-03 	
356 	5.5e-09 	93731.48915 	4.428196e-03 	
479 	5.5e-09 	93754.9733 	4.427086e-03 	
1097 	5.5e-09 	93767.83874 	4.426479e-03 	
1001 	5.5e-09 	93721.11661 	4.428686e-03 	
1498 	5.5e-09 	93784.75241 	4.425681e-03 	
713 	5.5e-09 	93869.70344 	4.421676e-03 	
247 	5.5e-09 	93854.52259 	4.422391e-03 	
226 	5.5e-09 	93803.21902 	4.424809e-03 	
593 	5.5e-09 	93873.84226 	4.421481e-03 	
305 	5.5e-09 	93898.66996 	4.420312e-03 	
866 	5.5e-09 	93902.87086 	4.420114e-03 	
1434 	5.5e-09 	93996.10594 	4.415729e-03 	
1402 	5.5e-09 	94120.90185 	4.409875e-03 	
1255 	5.5e-09 	94181.27188 	4.407048e-03 	
436 	5.5e-09 	94188.19447 	4.406724e-03 	
229 	5.5e-09 	94193.29896 	4.406485e-03 	
817 	5.5e-09 	94050.17924 	4.413191e-03 	
450 	5.5e-09 	93998.80257 	4.415603e-03 	
433 	5.5e-09 	93882.0272 	4.421095e-03 	
777 	5.5e-09 	94201.01522 	4.406124e-03 	
1479 	5.5e-09 	94211.02809 	4.405656e-03 	
1437 	5.5e-09 	93882.10893 	4.421091e-03 	
1457 	5.5e-09 	94248.79757 	4.403890e-03 	
1704 	5.5e-09 	94278.56377 	4.402500e-03 	
1974 	5.5e-09 	94309.97507 	4.401034e-03 	
1579 	5.5e-09 	94318.249 	4.400648e-03 	
1584 	5.5e-09 	94255.5107 	4.403577e-03 	
264 	5.5e-09 	94417.87038 	4.396004e-03 	
1213 	5.5e-09 	94411.23782 	4.396313e-03 	
1992 	5.5e-09 	94484.84693 	4.392888e-03 	
176 	5.5e-09 	94466.53652 	4.393740e-03 	
570 	5.5e-09 	94477.71174 	4.393220e-03 	
1635 	5.5e-09 	94508.89269 	4.391771e-03 	
1246 	5.5e-09 	94577.19215 	4.388599e-03 	
1052 	5.5e-09 	94530.49434 	4.390767e-03 	
1526 	5.5e-09 	94593.19074 	4.387857e-03 	
1916 	5.5e-09 	94582.93142 	4.388333e-03 	
840 	5.5e-09 	94736.16228 	4.381235e-03 	
718 	5.5e-09 	94758.56341 	4.380199e-03 	
1123 	5.5e-09 	94543.925 	4.390143e-03 	
580 	5.5e-09 	94737.84263 	4.381157e-03 	
674 	5.5e-09 	94763.22196 	4.379984e-03 	
40 	5.5e-09 	94780.87487 	4.379168e-03 	
1521 	5.5e-09 	94784.19906 	4.379014e-03 	
68 	5.5e-09 	94771.4994 	4.379601e-03 	
1355 	5.5e-09 	94835.67169 	4.376638e-03 	
1233 	5.5e-09 	94794.68915 	4.378530e-03 	
1311 	5.5e-09 	94945.75883 	4.371563e-03 	
685 	5.5e-09 	94878.8879 	4.374644e-03 	
1969 	5.5e-09 	94932.00676 	4.372196e-03 	
328 	5.5e-09 	94917.88053 	4.372847e-03 	
1396 	5.5e-09 	94968.58398 	4.370512e-03 	
901 	5.5e-09 	94999.19989 	4.369104e-03 	
858 	5.5e-09 	94996.9749 	4.369206e-03 	
397 	5.5e-09 	94957.44031 	4.371025e-03 	
1346 	5.5e-09 	94876.61327 	4.374749e-03 	
1108 	5.5e-09 	95022.30945 	4.368041e-03 	
346 	5.5e-09 	95043.33012 	4.367075e-03 	
1643 	5.5e-09 	94974.64001 	4.370234e-03 	
1991 	5.5e-09 	95019.90929 	4.368152e-03 	
1205 	5.5e-09 	95068.74347 	4.365908e-03 	
1725 	5.5e-09 	95083.45353 	4.365232e-03 	
1620 	5.5e-09 	95082.57098 	4.365273e-03 	
1859 	5.5e-09 	95133.55894 	4.362933e-03 	
96 	5.5e-09 	95152.41482 	4.362069e-03 	
898 	5.5e-09 	95395.17951 	4.350968e-03 	
1787 	5.5e-09 	95230.07017 	4.358512e-03 	
983 	5.5e-09 	95179.11546 	4.360845e-03 	
347 	5.5e-09 	95335.69055 	4.353683e-03 	
1131 	5.5e-09 	95403.46205 	4.350590e-03 	
1758 	5.5e-09 	95415.8679 	4.350025e-03 	
173 	5.5e-09 	95458.35153 	4.348089e-03 	
1238 	5.5e-09 	95504.28682 	4.345997e-03 	
76 	5.5e-09 	95512.93433 	4.345604e-03 	
1177 	5.5e-09 	95429.74899 	4.349392e-03 	
732 	5.5e-09 	95544.39011 	4.344173e-03 	
486 	5.5e-09 	95556.71365 	4.343613e-03 	
677 	5.5e-09 	95650.72272 	4.339344e-03 	
710 	5.5e-09 	95543.89381 	4.344196e-03 	
970 	5.5e-09 	95723.19536 	4.336058e-03 	
943 	5.5e-09 	95755.8875 	4.334578e-03 	
588 	5.5e-09 	95810.20911 	4.332121e-03 	
1628 	5.5e-09 	95802.24486 	4.332481e-03 	
206 	5.5e-09 	95851.82954 	4.330239e-03 	
1941 	5.5e-09 	95869.01394 	4.329463e-03 	
115 	5.5e-09 	95832.51941 	4.331112e-03 	
627 	5.5e-09 	95869.51928 	4.329440e-03 	
86 	5.5e-09 	95827.26501 	4.331349e-03 	
235 	5.5e-09 	95869.95018 	4.329421e-03 	
1606 	5.5e-09 	95878.68427 	4.329027e-03 	
1573 	5.5e-09 	95900.34724 	4.328049e-03 	
1858 	5.5e-09 	95973.07835 	4.324769e-03 	
143 	5.5e-09 	95911.53524 	4.327544e-03 	
471 	5.5e-09 	95892.72876 	4.328393e-03 	
1779 	5.5e-09 	95989.56871 	4.324026e-03 	
746 	5.5e-09 	96016.54778 	4.322811e-03 	
1717 	5.5e-09 	96026.42216 	4.322366e-03 	
724 	5.5e-09 	96034.06831 	4.322022e-03 	
1116 	5.5e-09 	96040.55603 	4.321730e-03 	
976 	5.5e-09 	96091.66087 	4.319432e-03 	
1321 	5.5e-09 	96094.20927 	4.319317e-03 	
876 	5.5e-09 	96134.60165 	4.317502e-03 	
1266 	5.5e-09 	96228.77621 	4.313277e-03 	
1275 	5.5e-09 	96150.68902 	4.316780e-03 	
1879 	5.5e-09 	96205.48073 	4.314321e-03 	
198 	5.5e-09 	96258.77706 	4.311933e-03 	
464 	5.5e-09 	96320.87017 	4.309153e-03 	
1551 	5.5e-09 	96320.9959 	4.309147e-03 	
1094 	5.5e-09 	96424.1002 	4.304540e-03 	
1750 	5.5e-09 	96241.69768 	4.312698e-03 	
1394 	5.5e-09 	96456.62788 	4.303088e-03 	
458 	5.5e-09 	96346.33848 	4.308014e-03 	
1039 	5.5e-09 	96470.49029 	4.302470e-03 	
565 	5.5e-09 	96506.29773 	4.300873e-03 	
1614 	5.5e-09 	96607.44039 	4.296371e-03 	
480 	5.5e-09 	96642.13063 	4.294828e-03 	
655 	5.5e-09 	96512.46093 	4.300599e-03 	
1089 	5.5e-09 	96611.19975 	4.296203e-03 	
769 	5.5e-09 	96689.90074 	4.292707e-03 	
929 	5.5e-09 	96643.99483 	4.294746e-03 	
1465 	5.5e-09 	96700.69399 	4.292227e-03 	
1880 	5.5e-09 	96742.22022 	4.290385e-03 	
1368 	5.5e-09 	96430.26542 	4.304265e-03 	
61 	5.5e-09 	96736.684 	4.290631e-03 	
123 	5.5e-09 	96515.92043 	4.300445e-03 	
635 	5.5e-09 	96794.52738 	4.288067e-03 	
1220 	5.5e-09 	96754.5011 	4.289840e-03 	
562 	5.5e-09 	96839.26771 	4.286085e-03 	
165 	5.5e-09 	96864.92845 	4.284950e-03 	
1367 	5.5e-09 	96907.24208 	4.283079e-03 	
1581 	5.5e-09 	97183.28843 	4.270913e-03 	
53 	5.5e-09 	97235.55816 	4.268617e-03 	
1656 	5.5e-09 	97261.70288 	4.267470e-03 	
338 	5.5e-09 	97251.72043 	4.267908e-03 	
184 	5.5e-09 	97024.67075 	4.277895e-03 	
1740 	5.5e-09 	96968.04764 	4.280393e-03 	
1228 	5.5e-09 	97027.18358 	4.277784e-03 	
320 	5.5e-09 	97239.59976 	4.268440e-03 	
1305 	5.5e-09 	97180.65308 	4.271029e-03 	
1788 	5.5e-09 	97267.01404 	4.267237e-03 	
417 	5.5e-09 	97311.37805 	4.265291e-03 	
327 	5.5e-09 	97317.23354 	4.265035e-03 	
1452 	5.5e-09 	97327.06533 	4.264604e-03 	
559 	5.5e-09 	97340.91126 	4.263997e-03 	
1241 	5.5e-09 	97286.50131 	4.266382e-03 	
517 	5.5e-09 	97402.76456 	4.261289e-03 	
1833 	5.5e-09 	97468.66135 	4.258408e-03 	
832 	5.5e-09 	97481.90748 	4.257830e-03 	
102 	5.5e-09 	97498.20796 	4.257118e-03 	
32 	5.5e-09 	97420.79742 	4.260501e-03 	
1202 	5.5e-09 	97609.2227 	4.252276e-03 	
641 	5.5e-09 	97710.24127 	4.247880e-03 	
227 	5.5e-09 	97542.38892 	4.255190e-03 	
606 	5.5e-09 	97584.01774 	4.253374e-03 	
13 	5.5e-09 	97754.41415 	4.245960e-03 	
1977 	5.5e-09 	97777.75607 	4.244947e-03 	
341 	5.5e-09 	97820.23195 	4.243104e-03 	
601 	5.5e-09 	97821.06889 	4.243067e-03 	
1490 	5.5e-09 	97867.7017 	4.241045e-03 	
1066 	5.5e-09 	97851.33438 	4.241755e-03 	
1069 	5.5e-09 	97825.31136 	4.242883e-03 	
874 	5.5e-09 	98043.41504 	4.233445e-03 	
212 	5.5e-09 	97924.91267 	4.238568e-03 	
984 	5.5e-09 	98121.96428 	4.230056e-03 	
1696 	5.5e-09 	98051.66963 	4.233088e-03 	
822 	5.5e-09 	98177.87381 	4.227647e-03 	
739 	5.5e-09 	98153.07545 	4.228715e-03 	
1472 	5.5e-09 	98228.62597 	4.225462e-03 	
219 	5.5e-09 	98242.49825 	4.224866e-03 	
1227 	5.5e-09 	98271.30176 	4.223627e-03 	
942 	5.5e-09 	98322.3276 	4.221436e-03 	
313 	5.5e-09 	98329.7624 	4.221116e-03 	
1947 	5.5e-09 	98365.04205 	4.219602e-03 	
723 	5.5e-09 	98462.91226 	4.215408e-03 	
94 	5.5e-09 	98496.33591 	4.213978e-03 	
1825 	5.5e-09 	98482.89096 	4.214553e-03 	
1183 	5.5e-09 	98563.13846 	4.211122e-03 	
682 	5.5e-09 	98370.48844 	4.219369e-03 	
